"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2004-05,19,SEA,NBA,C,16,0,72,.455,8.2,1.000,.091,.545,.364,.000,.000,.455,1.000,.333,.500,,1.000,.000,0,0,0,
2005-06,20,SEA,NBA,C,47,20,987,.515,3.7,1.000,.544,.332,.108,.017,.000,.515,.580,.413,.538,.250,.669,.183,40,0,0,
2006-07,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2007-08,22,SEA,NBA,C,8,4,98,.353,4.7,1.000,.529,.176,.294,.000,.000,.353,.333,.000,.600,,.667,.000,0,0,0,
2008-09,23,OKC,NBA,C,26,10,343,.521,5.7,1.000,.437,.296,.225,.042,.000,.521,.645,.429,.500,.000,.757,.113,7,0,0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,97,34,1500,.506,5.6,1.000,.506,.324,.150,.021,.000,.506,.581,.400,.529,.143,.698,.153,47,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,29,1268,.506,5.6,1.000,.506,.324,.150,.021,.000,.506,.581,.400,.529,.143,.698,.153,40,0,0,
