Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,26.0,ATL,NBA,PG,1,0,13:27,6,9,0.667,2,2,1.0,0,0,,0,1,2,2,0,1,0,14
Career,,,NBA,,1,0,13,6,9,0.667,2,2,1.0,0,0,,0,1,2,2,0,1,0,14
