"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2014-15,20,HOU,NBA,C,17.0,0.0,127.0,0.677,0.677,,0.677,0.517,0.651,0.935,0.0,151.0,140.0,,137.0,69.0,122.0,342.0,0.0,
2015-16,21,HOU,NBA,C,5.0,0.0,43.0,0.333,0.333,,0.333,0.4,0.357,0.556,0.0,74.0,68.0,,66.0,53.0,66.0,201.0,0.0,
2016-17,22,HOU,NBA,C,11.0,11.0,286.0,0.561,0.568,0.0,0.561,0.615,0.585,0.476,0.012,123.0,113.0,0.0,109.0,80.0,106.0,176.0,4.0,
2017-18,23,HOU,NBA,C,17.0,17.0,520.0,0.66,0.66,,0.66,0.473,0.642,0.382,0.0,143.0,129.0,,127.0,62.0,115.0,152.0,0.0,
2018-19,24,HOU,NBA,C,11.0,11.0,331.0,0.561,0.561,,0.561,0.429,0.549,0.427,0.0,122.0,108.0,,107.0,56.0,98.0,165.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,26,ATL,NBA,C,18.0,18.0,569.0,0.603,0.603,,0.603,0.436,0.591,0.287,0.0,129.0,114.0,,112.0,56.0,103.0,116.0,0.0,
2021-22,27,ATL,NBA,C,2.0,2.0,40.0,0.333,0.333,,0.333,,0.333,0.0,0.0,72.0,63.0,,63.0,,59.0,0.0,0.0,
2022-23,28,ATL,NBA,C,6.0,6.0,151.0,0.605,0.605,,0.605,0.667,0.615,0.158,0.0,127.0,110.0,,111.0,85.0,106.0,59.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,87.0,65.0,2067.0,0.602,0.603,0.0,0.602,0.495,0.596,0.394,0.002,131.0,117.0,0.0,115.0,65.0,107.0,152.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,
HOU (5 Yrs),HOU (5 Yrs),HOU (5 Yrs),HOU (5 Yrs),,61.0,39.0,1307.0,0.606,0.608,0.0,0.606,0.503,0.6,0.468,0.003,133.0,120.0,0.0,117.0,66.0,109.0,179.0,1.0,
ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),,26.0,26.0,760.0,0.594,0.594,,0.594,0.467,0.588,0.25,0.0,127.0,111.0,,110.0,60.0,103.0,100.0,0.0,
