Season,Team,Lg,Salary
2017-18,Detroit Pistons,NBA,"$2,759,280"
2018-19,Detroit Pistons,NBA,"$3,275,280"
2019-20,Detroit Pistons,NBA,"$3,827,160"
2020-21,Los Angeles Clippers,NBA,"$5,273,826"
2021-22,Los Angeles Clippers,NBA,"$12,727,273"
2022-23,Memphis Grizzlies,NBA,"$14,415,545"
2023-24,Memphis Grizzlies,NBA,"$14,763,636"
2024-25,Memphis Grizzlies,NBA,"$9,250,000"
Career,(may be incomplete),,"$66,292,000"
