Season,Team,Lg,Salary
2022-23,Houston Rockets,NBA,"$3,359,160"
2023-24,Houston Rockets,NBA,"$3,527,160"
2024-25,Houston Rockets,NBA,"$3,695,160"
Career,(may be incomplete),,"$10,581,480"
