"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2009-10,22.0,POR,NBA,29:42,11.0,15.0,0.0,0.0,11.0,15.0,4.0,4.0,3.0,11.0,14.0,1.0,2.0,2.0,3.0,4.0,23.0,20.1
2011-12,24.0,IND,NBA,18:15,5.0,10.0,0.0,0.0,5.0,10.0,2.0,3.0,3.0,4.0,7.0,1.0,1.0,2.0,1.0,3.0,10.0,9.6
2012-13,25.0,IND,NBA,27:58,7.0,11.0,1.0,1.0,7.0,10.0,3.0,3.0,4.0,6.0,10.0,4.0,2.0,2.0,3.0,5.0,14.0,12.3
2013-14,26.0,SAS,NBA,28:38,5.0,9.0,0.0,0.0,5.0,9.0,3.0,4.0,5.0,7.0,10.0,4.0,3.0,2.0,4.0,5.0,13.0,12.8
2014-15,27.0,SAS,NBA,22:37,5.0,8.0,0.0,0.0,5.0,8.0,6.0,7.0,3.0,7.0,8.0,2.0,2.0,2.0,3.0,5.0,16.0,13.5
2015-16,28.0,LAC,NBA,18:52,3.0,8.0,0.0,1.0,3.0,8.0,2.0,2.0,1.0,5.0,5.0,1.0,0.0,2.0,2.0,3.0,8.0,4.0
Career,,,,29:42,11.0,15.0,1.0,1.0,11.0,15.0,6.0,7.0,5.0,11.0,14.0,4.0,3.0,2.0,4.0,5.0,23.0,20.1
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,SAS,NBA,28:38,5.0,9.0,0.0,0.0,5.0,9.0,6.0,7.0,5.0,7.0,10.0,4.0,3.0,2.0,4.0,5.0,16.0,13.5
2 Seasons,,IND,NBA,27:58,7.0,11.0,1.0,1.0,7.0,10.0,3.0,3.0,4.0,6.0,10.0,4.0,2.0,2.0,3.0,5.0,14.0,12.3
1 Season,,POR,NBA,29:42,11.0,15.0,0.0,0.0,11.0,15.0,4.0,4.0,3.0,11.0,14.0,1.0,2.0,2.0,3.0,4.0,23.0,20.1
1 Season,,LAC,NBA,18:52,3.0,8.0,0.0,1.0,3.0,8.0,2.0,2.0,1.0,5.0,5.0,1.0,0.0,2.0,2.0,3.0,8.0,4.0
