"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2020-21,24,MEM,NBA,PF,2,0,9,0.5,5.9,1.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,,0.0,,1.0,0.5,1,,,0,0,
2021-22,25,MEM,NBA,PF,12,0,296,0.615,4.1,0.989,0.516,0.407,0.066,0.0,0.011,0.622,0.809,0.378,0.667,0.0,0.714,0.154,13,1.0,0.0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,14,0,305,0.613,5.0,0.989,0.516,0.398,0.075,0.0,0.011,0.62,0.813,0.378,0.571,0.0,0.719,0.161,14,1.0,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1786,0.613,5.0,0.989,0.516,0.398,0.075,0.0,0.011,0.62,0.813,0.378,0.571,0.0,0.719,0.161,82,1.0,0.0,0,0,
