Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2013-14,22,POR,NBA,PF,11,0,122,13,31,0.419,0,0,13,31,0.419,0.419,6,7,0.857,10,18,28,6,5,5,5,23,32,0,
1 Yr,1 Yr,1 Yr,1 Yr,,11,0,122,13,31,0.419,0,0,13,31,0.419,0.419,6,7,0.857,10,18,28,6,5,5,5,23,32,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,909,97,231,0.419,0,0,97,231,0.419,0.419,45,52,0.857,75,134,209,45,37,37,37,171,239,0,
