Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,21,PHO,NBA,SF,40,1,15.4,2.8,5.4,.528,0.1,0.5,.238,2.7,4.8,.560,.540,0.4,0.5,.737,1.0,1.1,2.1,0.6,0.5,0.2,0.7,1.3,6.1,
2015-16,22,PHO,NBA,SF,47,4,22.8,4.7,9.4,.501,0.6,1.5,.400,4.1,7.9,.520,.533,1.0,1.4,.703,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2.0,11.0,
2016-17,23,PHO,NBA,SF,66,59,31.0,6.1,12.3,.495,0.4,1.5,.265,5.7,10.8,.527,.511,1.8,2.3,.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7,14.4,
2017-18,24,PHO,NBA,SF,65,65,33.0,8.1,16.4,.498,0.3,1.4,.222,7.8,15.0,.523,.507,3.0,3.9,.757,1.9,3.2,5.1,1.3,1.0,0.6,1.3,2.3,19.6,
2018-19,25,PHO,NBA,SF,43,36,31.6,6.9,14.2,.486,1.8,4.2,.428,5.1,10.0,.510,.549,2.3,2.9,.815,0.7,3.3,4.0,1.5,1.2,0.7,1.2,2.8,18.0,
2019-20,26,IND,NBA,SF,67,67,32.9,8.0,14.9,.536,1.4,3.4,.403,6.6,11.5,.575,.581,2.5,3.0,.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,
2020-21,27,IND,NBA,SF,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5,
2021-22,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2022-23,29,2TM,NBA,PF,42,0,16.4,3.1,6.4,.489,0.5,1.6,.328,2.6,4.8,.542,.530,0.7,0.8,.800,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,
2022-23,29,BRK,NBA,PF,26,0,18.8,3.9,7.7,.510,0.6,1.8,.333,3.3,5.8,.566,.550,1.0,1.3,.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,
2022-23,29,PHO,NBA,SF,16,0,12.3,1.9,4.4,.429,0.4,1.2,.316,1.5,3.2,.471,.471,0.1,0.1,.500,0.8,2.3,3.1,0.7,0.4,0.3,0.2,1.3,4.2,
2023-24,30,MIN,NBA,SF,11,0,11.4,1.6,3.7,.439,0.2,1.2,.154,1.5,2.5,.571,.463,0.3,0.4,.750,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,385,236,26.9,5.9,11.7,.505,0.7,2.0,.351,5.2,9.7,.537,.535,1.8,2.3,.780,1.2,2.7,3.9,1.2,0.9,0.5,0.9,2.3,14.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (6 Yrs),PHO (6 Yrs),PHO (6 Yrs),PHO (6 Yrs),,277,165,26.8,5.8,11.6,.496,0.6,1.7,.339,5.2,9.9,.523,.521,1.7,2.2,.765,1.4,2.7,4.1,1.1,0.9,0.5,0.9,2.2,13.8,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,71,71,32.7,7.9,14.8,.535,1.3,3.3,.391,6.6,11.5,.577,.579,2.5,3.0,.818,1.0,3.2,4.1,1.5,1.1,0.5,1.2,2.9,19.5,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,26,0,18.8,3.9,7.7,.510,0.6,1.8,.333,3.3,5.8,.566,.550,1.0,1.3,.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,11,0,11.4,1.6,3.7,.439,0.2,1.2,.154,1.5,2.5,.571,.463,0.3,0.4,.750,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7,
