Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,20,HOU,NBA,SF,3,0,5,0.0,20.7,0.0,0.0,10.3,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,10.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0,116,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,5,0.0,20.7,0.0,0.0,10.3,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,10.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0,116,
