"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2012-13,21,OKC,NBA,SF,1,0,5,0.0,17.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,0,,,0,0,
2013-14,22,OKC,NBA,PF,11,0,55,0.389,18.1,0.444,0.111,0.167,0.0,0.167,0.556,0.5,0.5,0.667,0.333,0.3,0.5,1.0,0.0,0,0.4,0.25,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,12,0,60,0.368,18.0,0.474,0.105,0.158,0.0,0.211,0.526,0.444,0.5,0.667,0.25,0.3,0.5,1.0,0.0,0,0.4,0.25,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,410,0.368,18.0,0.474,0.105,0.158,0.0,0.211,0.526,0.444,0.5,0.667,0.25,0.3,0.5,1.0,0.0,0,0.4,0.25,0,0,
