Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2005-06,20,LAL,NBA,SG,16,0,73,4.3,27.5,.158,1.4,12.3,.118,2.9,15.2,.190,.184,4.3,5.8,.750,3.6,2.2,5.8,2.9,2.2,0.0,0.7,8.7,14.5,68,108,
2006-07,21,LAC,NBA,SF,1,0,1,0.0,52.9,.000,0.0,52.9,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,
2007-08,22,2TM,NBA,SG,29,0,154,5.6,20.1,.279,1.3,8.5,.154,4.3,11.5,.371,.311,2.6,3.9,.667,0.3,5.9,6.2,2.3,0.7,1.0,4.3,2.3,15.1,66,110,
2007-08,22,DEN,NBA,SG,21,0,90,5.3,20.3,.263,0.5,8.0,.067,4.8,12.3,.391,.276,3.2,4.3,.750,0.5,4.8,5.3,2.7,1.1,0.5,5.9,2.1,14.4,60,110,
2007-08,22,POR,NBA,SG,8,0,64,6.0,19.6,.304,2.6,9.4,.273,3.4,10.2,.333,.370,1.7,3.4,.500,0.0,7.7,7.7,1.7,0.0,1.7,1.7,2.6,16.2,79,110,
2008-09,23,HOU,NBA,SG,63,11,1225,9.9,22.2,.447,2.8,7.1,.390,7.2,15.1,.474,.510,3.8,5.1,.752,0.8,4.1,4.9,3.1,1.7,0.3,2.6,3.1,26.5,106,106,
2009-10,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2010-11,25,BOS,NBA,SG,58,2,553,6.4,15.3,.421,1.7,6.4,.269,4.7,8.8,.533,.478,3.1,3.6,.842,0.7,4.0,4.7,3.4,1.7,0.5,1.9,3.7,17.7,102,103,
2011-12,26,ORL,NBA,SG,33,1,469,8.2,18.1,.452,1.6,4.5,.359,6.6,13.6,.483,.497,4.4,6.2,.704,0.7,4.5,5.2,3.3,1.1,0.3,4.0,3.0,22.3,98,107,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,200,14,2475,8.4,19.9,.420,2.2,6.7,.325,6.2,13.2,.469,.475,3.7,4.9,.751,0.8,4.2,5.0,3.1,1.6,0.4,2.7,3.3,22.6,100,106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,63,11,1225,9.9,22.2,.447,2.8,7.1,.390,7.2,15.1,.474,.510,3.8,5.1,.752,0.8,4.1,4.9,3.1,1.7,0.3,2.6,3.1,26.5,106,106,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,58,2,553,6.4,15.3,.421,1.7,6.4,.269,4.7,8.8,.533,.478,3.1,3.6,.842,0.7,4.0,4.7,3.4,1.7,0.5,1.9,3.7,17.7,102,103,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,33,1,469,8.2,18.1,.452,1.6,4.5,.359,6.6,13.6,.483,.497,4.4,6.2,.704,0.7,4.5,5.2,3.3,1.1,0.3,4.0,3.0,22.3,98,107,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,21,0,90,5.3,20.3,.263,0.5,8.0,.067,4.8,12.3,.391,.276,3.2,4.3,.750,0.5,4.8,5.3,2.7,1.1,0.5,5.9,2.1,14.4,60,110,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,16,0,73,4.3,27.5,.158,1.4,12.3,.118,2.9,15.2,.190,.184,4.3,5.8,.750,3.6,2.2,5.8,2.9,2.2,0.0,0.7,8.7,14.5,68,108,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,8,0,64,6.0,19.6,.304,2.6,9.4,.273,3.4,10.2,.333,.370,1.7,3.4,.500,0.0,7.7,7.7,1.7,0.0,1.7,1.7,2.6,16.2,79,110,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,1,0,1,0.0,52.9,.000,0.0,52.9,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115,
