Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2012-13,23,MEM,NBA,PF,5.0,0.0,11.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,
2013-14,24,MEM,NBA,PF,3.0,0.0,23.0,3.0,7.0,0.429,1.0,2.0,0.5,2.0,5.0,0.4,0.5,2.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,0.0,
2014-15,25,MEM,NBA,PF,4.0,0.0,9.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,29,DET,NBA,PF,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,13.0,0.0,48.0,7.0,15.0,0.467,1.0,2.0,0.5,6.0,13.0,0.462,0.5,2.0,3.0,0.667,6.0,10.0,16.0,2.0,2.0,1.0,0.0,5.0,17.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,303.0,44.0,95.0,0.467,6.0,13.0,0.5,38.0,82.0,0.462,0.5,13.0,19.0,0.667,38.0,63.0,101.0,13.0,13.0,6.0,0.0,32.0,107.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,12.0,0.0,43.0,6.0,13.0,0.462,1.0,2.0,0.5,5.0,11.0,0.455,0.5,2.0,2.0,1.0,6.0,10.0,16.0,2.0,2.0,1.0,0.0,4.0,15.0,0.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,
