"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2006-07,23,BOS,NBA,C,63.0,2.0,720.0,0.446,4.9,0.989,0.571,0.271,0.073,0.073,0.011,0.451,0.495,0.417,0.462,0.231,0.0,0.354,0.09,15.0,0.0,0.0,0.0,
2007-08,24,BOS,NBA,C,56.0,5.0,809.0,0.572,3.3,0.996,0.732,0.156,0.045,0.063,0.004,0.575,0.64,0.452,0.083,0.471,0.0,0.675,0.175,42.0,0.0,0.0,0.0,
2008-09,25,BOS,NBA,PF,70.0,7.0,1227.0,0.524,2.5,1.0,0.725,0.237,0.021,0.018,0.0,0.524,0.62,0.288,0.286,0.0,,0.559,0.142,47.0,,0.0,0.0,
2009-10,26,CLE,NBA,SF,20.0,2.0,236.0,0.429,3.2,1.0,0.714,0.204,0.061,0.02,0.0,0.429,0.486,0.3,0.333,0.0,,0.571,0.02,1.0,,0.0,0.0,
2010-11,27,2TM,NBA,PF,30.0,3.0,328.0,0.496,6.3,0.983,0.487,0.303,0.067,0.126,0.017,0.504,0.569,0.444,0.375,0.467,0.0,0.661,0.067,7.0,0.0,0.0,0.0,
2010-11,27,CLE,NBA,PF,14.0,3.0,187.0,0.492,5.3,1.0,0.593,0.203,0.068,0.136,0.0,0.492,0.543,0.5,0.5,0.25,,0.759,0.119,6.0,,0.0,0.0,
2010-11,27,MEM,NBA,C,16.0,0.0,141.0,0.5,7.3,0.967,0.383,0.4,0.067,0.117,0.033,0.517,0.609,0.417,0.25,0.714,0.0,0.567,0.017,1.0,0.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,239.0,19.0,3320.0,0.515,4.4,0.995,0.668,0.227,0.045,0.055,0.005,0.517,0.594,0.375,0.302,0.346,0.0,0.576,0.126,112.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,7.0,1139.0,0.515,4.4,0.995,0.668,0.227,0.045,0.055,0.005,0.517,0.594,0.375,0.302,0.346,0.0,0.576,0.126,38.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),BOS (3 Yrs),,189.0,14.0,2756.0,0.523,3.6,0.996,0.693,0.217,0.041,0.046,0.004,0.525,0.604,0.365,0.281,0.306,0.0,0.563,0.142,104.0,0.0,0.0,0.0,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,34.0,5.0,423.0,0.463,4.2,1.0,0.648,0.204,0.065,0.083,0.0,0.463,0.514,0.409,0.429,0.222,,0.68,0.074,7.0,,0.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,16.0,0.0,141.0,0.5,7.3,0.967,0.383,0.4,0.067,0.117,0.033,0.517,0.609,0.417,0.25,0.714,0.0,0.567,0.017,1.0,0.0,0.0,0.0,
