Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2023-24,20,NOP,NBA,PG,3,0,17,4.2,12.7,0.333,0.0,4.2,0.0,4.2,8.5,0.5,0.333,0.0,0.0,0.0,4.2,4.2,0.0,4.2,0.0,2.1,0.0,8.5,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,17,4.2,12.7,0.333,0.0,4.2,0.0,4.2,8.5,0.5,0.333,0.0,0.0,0.0,4.2,4.2,0.0,4.2,0.0,2.1,0.0,8.5,
