"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2012-13,21.0,TOT,NBA,30:19,6.0,11.0,0.0,1.0,6.0,11.0,4.0,10.0,7.0,9.0,14.0,3.0,3.0,3.0,5.0,5.0,15.0,14.4
2012-13,21.0,SAC,NBA,30:19,6.0,11.0,0.0,0.0,6.0,11.0,4.0,10.0,7.0,9.0,14.0,3.0,2.0,3.0,4.0,4.0,12.0,12.9
2012-13,21.0,HOU,NBA,27:59,6.0,10.0,0.0,1.0,6.0,10.0,4.0,8.0,4.0,7.0,8.0,2.0,3.0,2.0,5.0,5.0,15.0,14.4
2013-14,22.0,POR,NBA,33:26,6.0,13.0,0.0,1.0,6.0,13.0,5.0,9.0,7.0,11.0,18.0,3.0,3.0,2.0,4.0,6.0,15.0,17.1
2014-15,23.0,TOT,NBA,28:31,7.0,12.0,0.0,1.0,7.0,12.0,5.0,15.0,8.0,12.0,16.0,4.0,3.0,3.0,6.0,5.0,16.0,15.0
2014-15,23.0,POR,NBA,28:31,6.0,8.0,0.0,0.0,6.0,8.0,5.0,15.0,6.0,12.0,16.0,1.0,3.0,2.0,4.0,5.0,15.0,11.8
2014-15,23.0,PHI,NBA,25:44,7.0,12.0,0.0,1.0,7.0,12.0,5.0,7.0,8.0,9.0,15.0,4.0,2.0,3.0,6.0,4.0,16.0,15.0
2015-16,24.0,BRK,NBA,40:27,10.0,16.0,0.0,1.0,10.0,16.0,4.0,10.0,12.0,10.0,17.0,5.0,5.0,2.0,6.0,6.0,23.0,20.6
2016-17,25.0,LAL,NBA,22:07,7.0,15.0,0.0,1.0,7.0,14.0,4.0,6.0,7.0,7.0,12.0,3.0,4.0,2.0,4.0,4.0,16.0,15.7
Career,,,,40:27,10.0,16.0,0.0,1.0,10.0,16.0,5.0,15.0,12.0,12.0,18.0,5.0,5.0,3.0,6.0,6.0,23.0,20.6
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,POR,NBA,33:26,6.0,13.0,0.0,1.0,6.0,13.0,5.0,15.0,7.0,12.0,18.0,3.0,3.0,2.0,4.0,6.0,15.0,17.1
1 Season,,BRK,NBA,40:27,10.0,16.0,0.0,1.0,10.0,16.0,4.0,10.0,12.0,10.0,17.0,5.0,5.0,2.0,6.0,6.0,23.0,20.6
1 Season,,SAC,NBA,30:19,6.0,11.0,0.0,0.0,6.0,11.0,4.0,10.0,7.0,9.0,14.0,3.0,2.0,3.0,4.0,4.0,12.0,12.9
1 Season,,LAL,NBA,22:07,7.0,15.0,0.0,1.0,7.0,14.0,4.0,6.0,7.0,7.0,12.0,3.0,4.0,2.0,4.0,4.0,16.0,15.7
1 Season,,PHI,NBA,25:44,7.0,12.0,0.0,1.0,7.0,12.0,5.0,7.0,8.0,9.0,15.0,4.0,2.0,3.0,6.0,4.0,16.0,15.0
1 Season,,HOU,NBA,27:59,6.0,10.0,0.0,1.0,6.0,10.0,4.0,8.0,4.0,7.0,8.0,2.0,3.0,2.0,5.0,5.0,15.0,14.4
