"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2022-23,19,LAL,NBA,SG,41.0,3.0,512.0,0.415,18.0,0.415,0.113,0.132,0.085,0.085,0.585,0.409,0.417,0.429,0.333,0.444,0.419,0.556,0.962,0.038,3.0,0.435,0.37,0.0,0.0,
2023-24,20,LAL,NBA,SG,67.0,7.0,944.0,0.427,16.3,0.51,0.166,0.158,0.124,0.062,0.49,0.496,0.6,0.342,0.533,0.533,0.356,0.639,0.976,0.075,16.0,0.415,0.449,1.0,0.0,
2024-25,21,2TM,NBA,SG,78.0,36.0,2127.0,0.427,16.9,0.468,0.144,0.18,0.073,0.071,0.532,0.496,0.8,0.396,0.279,0.357,0.366,0.606,0.957,0.053,25.0,0.366,0.383,2.0,0.0,
2024-25,21,LAL,NBA,SG,46.0,25.0,1154.0,0.444,16.7,0.434,0.181,0.177,0.052,0.024,0.566,0.544,0.865,0.373,0.2,0.143,0.368,0.676,0.95,0.087,21.0,0.423,0.42,2.0,0.0,
2024-25,21,DAL,NBA,SG,32.0,11.0,973.0,0.411,17.2,0.5,0.109,0.182,0.093,0.116,0.5,0.457,0.697,0.418,0.321,0.4,0.364,0.536,0.964,0.02,4.0,0.305,0.326,0.0,0.0,
2025-26,22,DAL,NBA,SG,22.0,19.0,645.0,0.477,17.6,0.352,0.14,0.166,0.041,0.005,0.648,0.515,0.778,0.375,0.25,0.0,0.456,0.686,1.0,0.047,9.0,0.464,0.517,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,208.0,65.0,4228.0,0.435,17.2,0.452,0.145,0.168,0.08,0.059,0.548,0.491,0.72,0.384,0.367,0.403,0.388,0.622,0.971,0.055,53.0,0.402,0.426,3.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,26.0,1667.0,0.435,17.2,0.452,0.145,0.168,0.08,0.059,0.548,0.491,0.72,0.384,0.367,0.403,0.388,0.622,0.971,0.055,21.0,0.402,0.426,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),,154.0,35.0,2610.0,0.433,17.0,0.46,0.164,0.162,0.085,0.049,0.54,0.503,0.712,0.369,0.407,0.419,0.373,0.646,0.961,0.074,40.0,0.423,0.421,3.0,0.0,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,54.0,30.0,1618.0,0.436,17.4,0.442,0.121,0.176,0.073,0.073,0.558,0.475,0.733,0.402,0.306,0.389,0.406,0.587,0.982,0.03,13.0,0.377,0.433,0.0,0.0,
