"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2021-22,22.0,TOR,NBA,23:45,5.0,12.0,2.0,5.0,5.0,7.0,4.0,4.0,3.0,4.0,6.0,6.0,2.0,3.0,3.0,4.0,12.0,11.1
2022-23,23.0,TOR,NBA,24:55,9.0,16.0,3.0,7.0,6.0,9.0,6.0,6.0,2.0,4.0,5.0,7.0,3.0,2.0,3.0,4.0,27.0,24.2
2023-24,24.0,TOT,NBA,42:03,13.0,27.0,5.0,15.0,9.0,17.0,8.0,10.0,4.0,10.0,11.0,9.0,4.0,2.0,5.0,5.0,31.0,26.3
2023-24,24.0,BOS,NBA,18:43,4.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,4.0,11.0,11.6
2023-24,24.0,POR,NBA,42:03,13.0,27.0,5.0,15.0,9.0,17.0,8.0,10.0,4.0,10.0,11.0,9.0,4.0,2.0,5.0,5.0,31.0,26.3
2024-25,25.0,POR,NBA,36:53,9.0,22.0,4.0,12.0,7.0,16.0,7.0,9.0,3.0,7.0,8.0,7.0,5.0,4.0,7.0,4.0,23.0,21.5
Career,,,,42:03,13.0,27.0,5.0,15.0,9.0,17.0,8.0,10.0,4.0,10.0,11.0,9.0,5.0,4.0,7.0,5.0,31.0,26.3
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,POR,NBA,42:03,13.0,27.0,5.0,15.0,9.0,17.0,8.0,10.0,4.0,10.0,11.0,9.0,5.0,4.0,7.0,5.0,31.0,26.3
2 Seasons,,TOR,NBA,24:55,9.0,16.0,3.0,7.0,6.0,9.0,6.0,6.0,3.0,4.0,6.0,7.0,3.0,3.0,3.0,4.0,27.0,24.2
1 Season,,BOS,NBA,18:43,4.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,3.0,4.0,11.0,11.6
