"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2022-23,20,MIN,NBA,SF,1,0,6,0.0,,0.0,0.0,0.0,0.0,1.0,0,,0,0,0,0,258,
2023-24,21,MIN,NBA,SF,5,0,18,0.222,0.0,0.4,0.333,0.333,0.0,0.556,47,0.0,109,61,57,0,141,
2024-25,22,MIN,NBA,SF,5,0,23,0.25,0.5,0.167,0.313,0.313,0.0,0.75,54,92.0,46,58,54,0,178,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11,0,47,0.222,0.167,0.25,0.306,0.306,0.0,0.667,47,31.0,69,56,53,0,164,
