"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2016-17,25,CHI,NBA,C,3.0,0.0,26.0,0.364,8.0,0.818,0.545,0.182,0.0,0.091,0.182,0.444,0.5,0.5,0.0,0.0,0.75,0.091,1.0,0.5,0.0,0.0,0.0,
2017-18,26,SAS,NBA,C,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,,,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4.0,0.0,32.0,0.417,4.5,0.833,0.583,0.167,0.0,0.083,0.167,0.5,0.571,0.5,0.0,0.0,0.6,0.167,2.0,0.5,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,656.0,0.417,4.5,0.833,0.583,0.167,0.0,0.083,0.167,0.5,0.571,0.5,0.0,0.0,0.6,0.167,41.0,0.5,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,3.0,0.0,26.0,0.364,8.0,0.818,0.545,0.182,0.0,0.091,0.182,0.444,0.5,0.5,0.0,0.0,0.75,0.091,1.0,0.5,0.0,0.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,,,0.0,0.0,
