"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2014-15,23.0,DEN,NBA,25:59,4.0,10.0,1.0,3.0,4.0,9.0,3.0,6.0,3.0,6.0,9.0,3.0,2.0,3.0,3.0,6.0,11.0,10.6
2015-16,24.0,DEN,NBA,30:39,10.0,15.0,2.0,4.0,9.0,14.0,4.0,4.0,6.0,9.0,13.0,4.0,2.0,1.0,4.0,6.0,22.0,18.3
2016-17,25.0,TOT,NBA,29:46,7.0,14.0,3.0,4.0,6.0,10.0,4.0,8.0,4.0,7.0,11.0,4.0,2.0,1.0,3.0,6.0,17.0,17.1
2016-17,25.0,OKC,NBA,29:46,6.0,14.0,3.0,4.0,6.0,10.0,4.0,8.0,4.0,7.0,11.0,4.0,2.0,1.0,3.0,6.0,17.0,17.1
2016-17,25.0,CHI,NBA,28:53,7.0,13.0,3.0,4.0,6.0,10.0,2.0,4.0,3.0,7.0,9.0,4.0,1.0,0.0,3.0,3.0,17.0,13.7
2017-18,26.0,SAS,NBA,25:58,12.0,15.0,0.0,1.0,12.0,15.0,3.0,4.0,5.0,7.0,11.0,3.0,2.0,1.0,3.0,6.0,26.0,24.1
Career,,,,30:39,12.0,15.0,3.0,4.0,12.0,15.0,4.0,8.0,6.0,9.0,13.0,4.0,2.0,3.0,4.0,6.0,26.0,24.1
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,DEN,NBA,30:39,10.0,15.0,2.0,4.0,9.0,14.0,4.0,6.0,6.0,9.0,13.0,4.0,2.0,3.0,4.0,6.0,22.0,18.3
1 Season,,SAS,NBA,25:58,12.0,15.0,0.0,1.0,12.0,15.0,3.0,4.0,5.0,7.0,11.0,3.0,2.0,1.0,3.0,6.0,26.0,24.1
1 Season,,OKC,NBA,29:46,6.0,14.0,3.0,4.0,6.0,10.0,4.0,8.0,4.0,7.0,11.0,4.0,2.0,1.0,3.0,6.0,17.0,17.1
1 Season,,CHI,NBA,28:53,7.0,13.0,3.0,4.0,6.0,10.0,2.0,4.0,3.0,7.0,9.0,4.0,1.0,0.0,3.0,3.0,17.0,13.7
