Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-12-01,LAL,,PHO,"L, 108-125",,6,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-0.3,5
2025-11-25,LAL,,LAC,"W, 135-118",,1,0,1,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,0,0.0,-1
2025-11-18,LAL,,UTA,"W, 140-126",,4,1,1,1.0,1,1,1.0,0,0,,0,0,0,2,0,0,3,1,3,0.7,-7
2025-11-15,LAL,@,MIL,"W, 119-95",*,10,0,2,0.0,0,2,0.0,0,0,,1,0,1,1,1,0,0,0,0,1.0,-6
2025-11-12,LAL,@,OKC,"L, 92-121",,8,0,4,0.0,0,2,0.0,0,0,,0,1,1,2,1,0,0,0,0,-0.1,6
