Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-19,SAC,@,OKC,"L, 99-113",*,30,3,7,0.429,1,4,0.25,0,2,0.0,1,10,11,6,3,0,2,3,7,10.2,-7
2025-11-16,SAC,@,SAS,"L, 110-123",*,35,4,11,0.364,3,6,0.5,3,6,0.5,1,8,9,7,2,0,5,2,14,10.9,-3
2025-11-14,SAC,@,MIN,"L, 110-124",*,31,5,11,0.455,2,5,0.4,1,4,0.25,5,5,10,14,0,0,6,3,13,13.7,-10
2025-11-12,SAC,,ATL,"L, 100-133",*,22,4,11,0.364,1,5,0.2,1,2,0.5,0,2,2,3,0,0,3,2,10,2.4,-34
2025-11-11,SAC,,DEN,"L, 108-122",,31,3,12,0.25,1,7,0.143,7,7,1.0,2,6,8,11,0,0,2,2,14,14.9,-1
