"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2005-06,22,NYK,NBA,SF,67.0,14.0,1129.0,0.596,0.596,,0.596,0.577,0.607,0.535,0.0,131.0,125.0,,122.0,77.0,113.0,161.0,0.0,48.6,40.7,
2006-07,23,NYK,NBA,PF,58.0,12.0,1731.0,0.6,0.6,,0.6,0.815,0.652,0.433,0.0,131.0,124.0,,121.0,108.0,120.0,132.0,0.0,82.9,105.4,6MOY-4
2007-08,24,NYK,NBA,PF,81.0,29.0,2356.0,0.552,0.554,0.0,0.552,0.819,0.606,0.383,0.003,121.0,114.0,0.0,111.0,108.0,112.0,125.0,1.0,67.2,95.6,6MOY-14
2008-09,25,NYK,NBA,C,81.0,74.0,2824.0,0.549,0.551,0.0,0.549,0.755,0.59,0.347,0.003,120.0,113.0,0.0,110.0,98.0,108.0,113.0,1.0,93.4,99.5,
2009-10,26,NYK,NBA,C,81.0,81.0,3019.0,0.545,0.549,0.0,0.545,0.812,0.584,0.262,0.006,118.0,112.0,0.0,109.0,107.0,108.0,87.0,3.0,112.2,116.3,"DPOY-17,AS"
2010-11,27,GSW,NBA,PF,73.0,73.0,2634.0,0.507,0.508,0.333,0.508,0.787,0.549,0.273,0.003,111.0,104.0,93.0,102.0,103.0,101.0,91.0,1.0,18.2,16.8,
2011-12,28,GSW,NBA,PF,57.0,57.0,2121.0,0.503,0.506,0.0,0.503,0.782,0.549,0.304,0.005,112.0,106.0,0.0,103.0,104.0,104.0,110.0,2.0,29.4,45.1,
2012-13,29,GSW,NBA,PF,79.0,79.0,2907.0,0.519,0.521,0.0,0.519,0.797,0.561,0.276,0.003,115.0,108.0,0.0,105.0,106.0,105.0,102.0,1.0,52.3,68.1,"MVP-12,AS,NBA3"
2013-14,30,GSW,NBA,PF,69.0,67.0,2288.0,0.523,0.523,0.0,0.523,0.78,0.566,0.302,0.001,115.0,107.0,0.0,104.0,103.0,105.0,106.0,0.0,42.9,54.9,
2014-15,31,GSW,NBA,PF,49.0,4.0,904.0,0.511,0.514,0.0,0.511,0.654,0.541,0.332,0.006,114.0,106.0,0.0,103.0,87.0,101.0,122.0,2.0,9.6,4.7,
2015-16,32,2TM,NBA,PF,55.0,5.0,903.0,0.531,0.533,0.0,0.531,0.763,0.568,0.278,0.003,118.0,108.0,0.0,106.0,101.0,105.0,101.0,1.0,19.3,20.1,
2015-16,32,BOS,NBA,PF,30.0,4.0,470.0,0.453,0.455,0.0,0.453,0.784,0.499,0.266,0.005,100.0,93.0,0.0,90.0,104.0,92.0,96.0,2.0,-19.0,-18.1,
2015-16,32,DAL,NBA,PF,25.0,1.0,433.0,0.636,0.636,,0.636,0.738,0.66,0.294,0.0,141.0,130.0,,127.0,98.0,122.0,106.0,0.0,38.3,38.2,
2016-17,33,SAS,NBA,PF,79.0,10.0,1477.0,0.59,0.59,,0.59,0.708,0.613,0.269,0.0,129.0,117.0,,115.0,92.0,111.0,99.0,0.0,64.5,57.1,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,829.0,505.0,24293.0,0.535,0.537,0.034,0.536,0.772,0.577,0.311,0.003,118.0,110.0,10.0,107.0,102.0,107.0,106.0,1.0,640.5,724.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK (5 Yrs),NYK (5 Yrs),NYK (5 Yrs),NYK (5 Yrs),,368.0,210.0,11059.0,0.557,0.559,0.0,0.557,0.774,0.6,0.345,0.004,122.0,115.0,0.0,112.0,102.0,111.0,111.0,2.0,404.3,457.5,
GSW (5 Yrs),GSW (5 Yrs),GSW (5 Yrs),GSW (5 Yrs),,327.0,280.0,10854.0,0.513,0.515,0.067,0.513,0.776,0.555,0.291,0.003,113.0,106.0,19.0,104.0,103.0,104.0,104.0,1.0,152.4,189.6,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,79.0,10.0,1477.0,0.59,0.59,,0.59,0.708,0.613,0.269,0.0,129.0,117.0,,115.0,92.0,111.0,99.0,0.0,64.5,57.1,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,30.0,4.0,470.0,0.453,0.455,0.0,0.453,0.784,0.499,0.266,0.005,100.0,93.0,0.0,90.0,104.0,92.0,96.0,2.0,-19.0,-18.1,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,25.0,1.0,433.0,0.636,0.636,,0.636,0.738,0.66,0.294,0.0,141.0,130.0,,127.0,98.0,122.0,106.0,0.0,38.3,38.2,
