"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2012-13,29,GSW,NBA,WC1,DEN,W (4-2),2.0,15.0,5.0,7.5,1.0,0.0,0.5,4.0,15.0,0.267,0.0,0.0,,4.0,15.0,0.267,0.267,2.0,4.0,0.5,2.0,13.0,15.0,2.0,0.0,1.0,4.0,1.0,10.0,
2012-13,30,GSW,NBA,WCS,SAS,L (2-4),4.0,8.8,5.0,3.3,0.8,0.8,0.0,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.5,2.0,2.0,1.0,4.0,9.0,13.0,3.0,3.0,0.0,1.0,4.0,20.0,
2013-14,30,GSW,NBA,WC1,LAC,L (3-4),7.0,31.0,13.9,9.1,2.6,0.6,0.0,41.0,77.0,0.532,0.0,0.0,,41.0,77.0,0.532,0.532,15.0,19.0,0.789,24.0,40.0,64.0,18.0,4.0,0.0,17.0,28.0,97.0,
2014-15,32,GSW,NBA,WCS,MEM,W (4-2),5.0,11.0,2.8,3.4,0.4,0.2,0.4,6.0,20.0,0.3,0.0,0.0,,6.0,20.0,0.3,0.3,2.0,4.0,0.5,7.0,10.0,17.0,2.0,1.0,2.0,0.0,8.0,14.0,
2014-15,32,GSW,NBA,WCF,HOU,W (4-1),4.0,3.3,1.0,1.8,0.0,0.3,0.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,0.0,0.0,,2.0,5.0,7.0,0.0,1.0,0.0,1.0,1.0,4.0,
2014-15,32,GSW,NBA,FIN,CLE,W (4-2),4.0,9.8,5.5,2.5,1.5,0.3,0.0,8.0,15.0,0.533,0.0,0.0,,8.0,15.0,0.533,0.533,6.0,11.0,0.545,2.0,8.0,10.0,6.0,1.0,0.0,1.0,8.0,22.0,
2015-16,32,DAL,NBA,WC1,OKC,L (1-4),2.0,16.5,6.0,3.0,0.5,0.0,0.0,6.0,8.0,0.75,0.0,0.0,,6.0,8.0,0.75,0.75,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,0.0,7.0,12.0,
2016-17,33,SAS,NBA,WC1,MEM,W (4-2),6.0,21.7,5.5,4.8,0.8,0.3,0.5,13.0,23.0,0.565,0.0,1.0,0.0,13.0,22.0,0.591,0.565,7.0,9.0,0.778,9.0,20.0,29.0,5.0,2.0,3.0,2.0,15.0,33.0,
2016-17,34,SAS,NBA,WCS,HOU,W (4-2),6.0,15.3,3.7,3.2,0.8,0.3,0.3,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.5,4.0,7.0,0.571,6.0,13.0,19.0,5.0,2.0,2.0,3.0,4.0,22.0,
2016-17,34,SAS,NBA,WCF,GSW,L (0-4),3.0,7.3,2.0,3.0,0.3,0.0,0.0,3.0,7.0,0.429,0.0,0.0,,3.0,7.0,0.429,0.429,0.0,1.0,0.0,5.0,4.0,9.0,1.0,0.0,0.0,1.0,1.0,6.0,
