Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,22,POR,NBA,C,1.0,1.0,17.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,0.0,11.0,11.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,
2017-18,23,POR,NBA,C,4.0,4.0,94.0,19.0,39.0,0.487,0.0,0.0,,19.0,39.0,0.487,0.487,9.0,11.0,0.818,12.0,20.0,32.0,4.0,6.0,5.0,3.0,14.0,47.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,25,POR,NBA,C,5.0,5.0,161.0,25.0,57.0,0.439,3.0,11.0,0.273,22.0,46.0,0.478,0.465,18.0,23.0,0.783,14.0,38.0,52.0,18.0,7.0,1.0,13.0,21.0,71.0,0.0,
2020-21,26,POR,NBA,C,6.0,6.0,173.0,30.0,55.0,0.545,1.0,5.0,0.2,29.0,50.0,0.58,0.555,18.0,25.0,0.72,18.0,44.0,62.0,16.0,3.0,7.0,14.0,30.0,79.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,29,PHO,NBA,C,4.0,4.0,104.0,13.0,26.0,0.5,0.0,2.0,0.0,13.0,24.0,0.542,0.5,5.0,11.0,0.455,13.0,20.0,33.0,11.0,6.0,6.0,6.0,15.0,31.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,20.0,20.0,549.0,88.0,180.0,0.489,4.0,19.0,0.211,84.0,161.0,0.522,0.5,50.0,70.0,0.714,57.0,133.0,190.0,53.0,22.0,20.0,39.0,81.0,230.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,82.0,2251.0,361.0,738.0,0.489,16.0,78.0,0.211,344.0,660.0,0.522,0.5,205.0,287.0,0.714,234.0,545.0,779.0,217.0,90.0,82.0,160.0,332.0,943.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (4 Yrs),POR (4 Yrs),POR (4 Yrs),POR (4 Yrs),,16.0,16.0,445.0,75.0,154.0,0.487,4.0,17.0,0.235,71.0,137.0,0.518,0.5,45.0,59.0,0.763,44.0,113.0,157.0,42.0,16.0,14.0,33.0,66.0,199.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,4.0,4.0,104.0,13.0,26.0,0.5,0.0,2.0,0.0,13.0,24.0,0.542,0.5,5.0,11.0,0.455,13.0,20.0,33.0,11.0,6.0,6.0,6.0,15.0,31.0,0.0,
