"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2007-08,23,PHO,NBA,SF,6.0,0.0,48.0,0.0,6.0,86.0,9.0,0.0,-3.3,-9.2,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,
2008-09,24,PHO,NBA,SG,30.0,1.0,282.0,0.0,92.0,8.0,0.0,0.0,3.7,1.8,7.0,3.0,8.0,0.0,17.0,6.0,28.0,6.0,9.0,
2009-10,25,2TM,NBA,SF,15.0,0.0,96.0,0.0,76.0,24.0,0.0,0.0,-20.5,-22.2,3.0,1.0,2.0,1.0,9.0,0.0,8.0,1.0,3.0,
2009-10,25,PHO,NBA,SF,11.0,0.0,71.0,0.0,95.0,5.0,0.0,0.0,-7.7,-13.5,2.0,1.0,1.0,1.0,9.0,0.0,6.0,1.0,2.0,
2009-10,25,MIN,NBA,SF,4.0,0.0,25.0,0.0,23.0,77.0,0.0,0.0,-56.8,-47.1,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,51.0,1.0,426.0,0.0,79.0,20.0,1.0,0.0,-2.5,-4.9,10.0,4.0,12.0,1.0,28.0,6.0,36.0,7.0,15.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,2.0,685.0,0.0,79.0,20.0,1.0,0.0,-2.5,-4.9,16.0,6.0,19.0,2.0,45.0,10.0,58.0,11.0,24.0,
,,,,,,,,,,,,,,,,,,,,,,,,
PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),,47.0,1.0,401.0,0.0,82.0,17.0,1.0,0.0,0.8,-2.2,9.0,4.0,11.0,1.0,28.0,6.0,34.0,7.0,14.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,4.0,0.0,25.0,0.0,23.0,77.0,0.0,0.0,-56.8,-47.1,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,
