"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2005-06,21,NYK,NBA,PG,72.0,26.0,1544.0,0.407,13.0,0.742,0.342,0.08,0.087,0.234,0.258,0.411,0.503,0.267,0.306,0.364,0.397,0.308,0.741,0.009,5.0,0.397,0.466,7.0,0.0,
2006-07,22,NYK,NBA,PG,64.0,5.0,1356.0,0.434,14.9,0.593,0.3,0.052,0.057,0.184,0.407,0.465,0.51,0.556,0.433,0.375,0.39,0.278,0.867,0.004,1.0,0.31,0.394,3.0,0.0,
2007-08,23,NYK,NBA,PG,72.0,17.0,1883.0,0.423,15.8,0.627,0.243,0.056,0.1,0.228,0.373,0.478,0.537,0.386,0.385,0.478,0.332,0.286,0.804,0.005,4.0,0.192,0.375,7.0,0.0,
2008-09,24,NYK,NBA,PG,74.0,11.0,2209.0,0.437,14.3,0.625,0.299,0.08,0.091,0.156,0.375,0.504,0.596,0.402,0.426,0.425,0.325,0.284,0.768,0.008,5.0,0.223,0.372,6.0,0.0,6MOY-3
2009-10,25,2TM,NBA,PG,56.0,2.0,1115.0,0.436,17.5,0.548,0.217,0.059,0.061,0.211,0.452,0.474,0.495,0.414,0.467,0.471,0.39,0.344,0.667,0.008,4.0,0.099,0.409,2.0,0.0,
2009-10,25,NYK,NBA,PG,30.0,2.0,733.0,0.452,16.2,0.595,0.244,0.071,0.045,0.235,0.405,0.505,0.537,0.417,0.6,0.481,0.375,0.307,0.725,0.009,3.0,0.103,0.357,2.0,0.0,
2009-10,25,BOS,NBA,PG,26.0,0.0,382.0,0.401,18.8,0.446,0.159,0.032,0.096,0.159,0.554,0.386,0.36,0.4,0.333,0.44,0.414,0.481,0.583,0.006,1.0,0.092,0.5,0.0,0.0,
2010-11,26,2TM,NBA,PG,59.0,11.0,1013.0,0.399,18.4,0.468,0.144,0.032,0.077,0.215,0.532,0.483,0.722,0.333,0.414,0.37,0.325,0.388,0.738,0.005,2.0,0.215,0.442,1.0,0.0,
2010-11,26,BOS,NBA,PG,55.0,11.0,983.0,0.404,18.8,0.468,0.144,0.033,0.069,0.222,0.532,0.491,0.712,0.333,0.48,0.375,0.328,0.373,0.762,0.006,2.0,0.219,0.452,1.0,0.0,
2010-11,26,OKC,NBA,PG,4.0,0.0,30.0,0.267,18.0,0.467,0.133,0.0,0.267,0.067,0.533,0.286,1.0,,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,
