Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2012-13,22,HOU,NBA,PF,1.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,25,HOU,NBA,PF,5.0,4.0,98.0,16.0,37.0,0.432,4.0,9.0,0.444,12.0,28.0,0.429,0.486,8.0,17.0,0.471,10.0,16.0,26.0,5.0,4.0,2.0,12.0,11.0,44.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,SAS,NBA,PF,5.0,0.0,19.0,6.0,10.0,0.6,0.0,1.0,0.0,6.0,9.0,0.667,0.6,1.0,2.0,0.5,3.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11.0,4.0,122.0,24.0,49.0,0.49,4.0,10.0,0.4,20.0,39.0,0.513,0.531,10.0,20.0,0.5,14.0,20.0,34.0,7.0,4.0,2.0,12.0,12.0,62.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,30.0,909.0,179.0,365.0,0.49,30.0,75.0,0.4,149.0,291.0,0.513,0.531,75.0,149.0,0.5,104.0,149.0,253.0,52.0,30.0,15.0,89.0,89.0,462.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,6.0,4.0,103.0,18.0,39.0,0.462,4.0,9.0,0.444,14.0,30.0,0.467,0.513,9.0,18.0,0.5,11.0,16.0,27.0,5.0,4.0,2.0,12.0,11.0,49.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,5.0,0.0,19.0,6.0,10.0,0.6,0.0,1.0,0.0,6.0,9.0,0.667,0.6,1.0,2.0,0.5,3.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,
