Season,Team,Lg,Salary
2011-12,Chicago Bulls,NBA,"$1,020,960"
2012-13,Chicago Bulls,NBA,"$1,097,520"
2013-14,Chicago Bulls,NBA,"$1,112,880"
2014-15,Chicago Bulls,NBA,"$2,008,748"
2015-16,Chicago Bulls,NBA,"$15,260,000"
2016-17,Chicago Bulls,NBA,"$17,552,209"
2017-18,Minnesota Timberwolves,NBA,"$19,301,070"
2018-19,Philadelphia 76ers,NBA,"$20,445,779"
2019-20,Miami Heat,NBA,"$32,742,000"
2020-21,Miami Heat,NBA,"$34,379,100"
2021-22,Miami Heat,NBA,"$36,016,200"
2022-23,Miami Heat,NBA,"$37,653,300"
2023-24,Miami Heat,NBA,"$45,183,960"
2024-25,Golden State Warriors,NBA,"$48,798,677"
Career,(may be incomplete),,"$312,572,403"
