Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2011-12,25,NYK,NBA,C,1.0,0.0,4.0,13.8,27.6,0.5,0.0,0.0,13.8,27.6,0.5,0.5,0.0,0.0,27.6,0.0,27.6,0.0,0.0,0.0,0.0,0.0,27.6,132.0,119.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,28,BRK,NBA,C,1.0,0.0,5.0,0.0,20.4,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,10.2,10.2,20.4,0.0,0.0,0.0,10.2,0.0,0.0,23.0,110.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,2.0,0.0,9.0,5.9,23.5,0.25,0.0,0.0,5.9,23.5,0.25,0.25,0.0,0.0,17.6,5.9,23.5,0.0,0.0,0.0,5.9,0.0,11.7,67.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,1.0,0.0,5.0,0.0,20.4,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,10.2,10.2,20.4,0.0,0.0,0.0,10.2,0.0,0.0,23.0,110.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,1.0,0.0,4.0,13.8,27.6,0.5,0.0,0.0,13.8,27.6,0.5,0.5,0.0,0.0,27.6,0.0,27.6,0.0,0.0,0.0,0.0,0.0,27.6,132.0,119.0,
