Season,Team,Lg,Salary
2011-12,Oklahoma City Thunder,NBA,"$1,156,320"
2012-13,Oklahoma City Thunder,NBA,"$1,243,080"
2013-14,Oklahoma City Thunder,NBA,"$1,260,360"
2014-15,Detroit Pistons,NBA,"$2,204,370"
2015-16,Detroit Pistons,NBA,"$14,000,000"
2016-17,Detroit Pistons,NBA,"$14,956,522"
2017-18,Detroit Pistons,NBA,"$16,000,000"
2018-19,Detroit Pistons,NBA,"$17,043,478"
2019-20,Detroit Pistons,NBA,"$17,286,956"
2019-20,Los Angeles Clippers,NBA,"$734,025"
2020-21,Los Angeles Clippers,NBA,"$1,620,564"
2021-22,Los Angeles Clippers,NBA,"$10,384,500"
2022-23,Charlotte Hornets,NBA,"$10,876,844"
2022-23,Denver Nuggets,NBA,"$580,373"
2023-24,Denver Nuggets,NBA,"$5,000,000"
2024-25,Washington Wizards,NBA,"$2,087,519"
2024-25,Charlotte Hornets,NBA,"$1,946,229"
Career,(may be incomplete),,"$118,381,140"
