Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2012-13,22,OKC,NBA,PG,11.0,9.0,368.0,5.6,11.6,0.479,1.3,4.2,0.302,4.3,7.4,0.579,0.534,2.5,2.8,0.897,0.4,4.9,5.3,3.9,0.5,0.6,2.1,3.3,15.0,
2013-14,23,OKC,NBA,PG,19.0,4.0,531.0,5.1,10.9,0.466,1.4,3.6,0.396,3.7,7.3,0.5,0.531,2.6,3.0,0.886,0.9,4.0,4.9,3.1,0.3,0.3,2.6,3.3,14.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,25,DET,NBA,PG,4.0,4.0,147.0,6.1,13.5,0.455,0.7,4.4,0.167,5.4,9.1,0.595,0.482,1.0,1.0,1.0,0.5,2.7,3.2,9.1,1.5,0.5,2.4,2.4,14.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,DET,NBA,PG,4.0,4.0,108.0,9.3,21.7,0.431,3.0,7.0,0.429,6.3,14.7,0.432,0.5,2.0,2.3,0.857,1.7,2.7,4.3,9.3,1.0,0.0,1.7,4.0,23.7,
2019-20,29,LAC,NBA,PG,12.0,1.0,170.0,4.4,10.2,0.438,3.6,6.8,0.531,0.8,3.4,0.25,0.615,0.0,0.0,,0.4,4.0,4.4,2.3,0.4,0.2,1.1,3.8,12.5,
2020-21,30,LAC,NBA,SG,19.0,17.0,622.0,7.1,14.6,0.484,3.4,8.2,0.408,3.7,6.4,0.582,0.599,2.1,2.4,0.878,0.4,3.1,3.5,3.8,1.0,0.2,1.6,2.8,19.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,32,DEN,NBA,PG,6.0,0.0,18.0,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,6.0,
2023-24,33,DEN,NBA,PG,12.0,0.0,117.0,4.9,14.8,0.333,2.5,7.1,0.348,2.5,7.7,0.32,0.417,0.6,0.6,1.0,0.6,4.0,4.6,3.7,0.6,0.3,2.5,3.7,12.9,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,87.0,39.0,2081.0,6.0,13.0,0.46,2.2,5.8,0.389,3.7,7.2,0.517,0.547,2.0,2.2,0.89,0.6,3.7,4.3,4.2,0.7,0.3,2.0,3.2,16.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,31.0,18.0,792.0,6.5,13.6,0.477,3.4,7.9,0.431,3.1,5.7,0.54,0.602,1.6,1.9,0.878,0.4,3.3,3.7,3.5,0.9,0.2,1.5,3.0,18.0,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,30.0,13.0,899.0,5.3,11.2,0.471,1.4,3.8,0.354,3.9,7.4,0.533,0.532,2.6,2.9,0.89,0.7,4.4,5.0,3.4,0.4,0.4,2.4,3.3,14.5,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,18.0,0.0,135.0,4.5,13.3,0.34,2.4,6.7,0.36,2.1,6.7,0.32,0.43,0.5,0.5,1.0,0.5,4.0,4.5,3.7,0.8,0.3,2.4,3.2,12.0,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,8.0,8.0,255.0,7.5,16.9,0.442,1.7,5.5,0.308,5.8,11.4,0.506,0.492,1.4,1.6,0.909,1.0,2.7,3.7,9.2,1.3,0.3,2.1,3.1,18.1,
