"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2001-02,20.0,TOT,NBA,42:37,11.0,18.0,4.0,8.0,10.0,15.0,4.0,4.0,4.0,9.0,11.0,7.0,4.0,2.0,5.0,4.0,23.0,22.1
2001-02,20.0,BOS,NBA,39:41,9.0,16.0,4.0,8.0,8.0,12.0,3.0,4.0,4.0,9.0,10.0,7.0,4.0,1.0,2.0,4.0,23.0,21.4
2001-02,20.0,PHO,NBA,42:37,11.0,18.0,3.0,3.0,10.0,15.0,4.0,4.0,4.0,7.0,11.0,7.0,4.0,2.0,5.0,4.0,23.0,22.1
2002-03,21.0,PHO,NBA,45:18,11.0,20.0,4.0,7.0,9.0,18.0,8.0,9.0,3.0,9.0,10.0,7.0,5.0,2.0,4.0,5.0,27.0,27.8
2003-04,22.0,PHO,NBA,49:18,14.0,27.0,4.0,8.0,13.0,23.0,8.0,9.0,5.0,8.0,12.0,11.0,5.0,3.0,8.0,6.0,31.0,24.0
2004-05,23.0,PHO,NBA,52:07,12.0,22.0,6.0,11.0,10.0,18.0,5.0,7.0,5.0,9.0,12.0,9.0,3.0,2.0,5.0,5.0,30.0,26.0
2005-06,24.0,ATL,NBA,56:59,17.0,27.0,6.0,11.0,12.0,22.0,10.0,10.0,6.0,9.0,10.0,17.0,4.0,4.0,7.0,5.0,42.0,37.8
2006-07,25.0,ATL,NBA,49:10,14.0,30.0,6.0,14.0,13.0,26.0,10.0,14.0,3.0,9.0,10.0,11.0,3.0,1.0,9.0,6.0,39.0,30.2
2007-08,26.0,ATL,NBA,53:00,15.0,34.0,7.0,13.0,11.0,21.0,11.0,14.0,5.0,9.0,10.0,13.0,5.0,2.0,8.0,6.0,39.0,33.9
2008-09,27.0,ATL,NBA,45:12,16.0,31.0,5.0,10.0,15.0,25.0,11.0,13.0,3.0,9.0,11.0,14.0,6.0,2.0,7.0,5.0,41.0,32.4
2009-10,28.0,ATL,NBA,48:15,16.0,32.0,5.0,13.0,14.0,25.0,9.0,10.0,4.0,9.0,9.0,13.0,4.0,1.0,6.0,5.0,40.0,27.3
2010-11,29.0,ATL,NBA,45:05,16.0,27.0,6.0,9.0,15.0,21.0,14.0,17.0,4.0,9.0,10.0,11.0,3.0,1.0,6.0,5.0,37.0,31.7
2011-12,30.0,ATL,NBA,55:23,14.0,28.0,6.0,10.0,10.0,21.0,9.0,9.0,3.0,7.0,9.0,8.0,5.0,3.0,7.0,5.0,37.0,30.6
2012-13,31.0,BRK,NBA,51:58,12.0,23.0,5.0,10.0,10.0,15.0,8.0,9.0,3.0,5.0,8.0,9.0,4.0,2.0,6.0,5.0,33.0,27.7
2013-14,32.0,BRK,NBA,46:02,14.0,25.0,10.0,14.0,10.0,19.0,9.0,11.0,3.0,7.0,8.0,8.0,3.0,1.0,5.0,5.0,37.0,34.7
2014-15,33.0,BRK,NBA,52:06,14.0,23.0,5.0,9.0,11.0,16.0,8.0,8.0,4.0,11.0,11.0,9.0,4.0,3.0,5.0,4.0,34.0,30.1
2015-16,34.0,TOT,NBA,43:28,11.0,21.0,5.0,8.0,8.0,14.0,8.0,9.0,4.0,8.0,10.0,11.0,4.0,1.0,6.0,5.0,28.0,26.8
2015-16,34.0,BRK,NBA,43:23,11.0,19.0,5.0,8.0,7.0,13.0,8.0,9.0,4.0,8.0,10.0,11.0,3.0,1.0,6.0,5.0,27.0,26.8
2015-16,34.0,MIA,NBA,43:28,11.0,21.0,4.0,7.0,8.0,14.0,4.0,6.0,2.0,5.0,5.0,8.0,4.0,1.0,6.0,5.0,28.0,21.9
2016-17,35.0,UTA,NBA,34:17,12.0,16.0,6.0,8.0,9.0,12.0,4.0,5.0,3.0,10.0,11.0,6.0,3.0,2.0,4.0,4.0,29.0,24.9
2017-18,36.0,TOT,NBA,33:26,9.0,12.0,3.0,7.0,7.0,10.0,5.0,5.0,2.0,7.0,7.0,5.0,3.0,1.0,3.0,4.0,20.0,18.3
2017-18,36.0,UTA,NBA,33:26,9.0,12.0,3.0,6.0,7.0,10.0,3.0,4.0,2.0,7.0,7.0,4.0,3.0,1.0,3.0,3.0,20.0,18.3
2017-18,36.0,HOU,NBA,31:18,5.0,11.0,2.0,7.0,5.0,8.0,5.0,5.0,2.0,5.0,6.0,5.0,2.0,1.0,2.0,4.0,16.0,14.4
2021-22,40.0,BOS,NBA,1:57,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7
Career,,,,56:59,17.0,34.0,10.0,14.0,15.0,26.0,14.0,17.0,6.0,11.0,12.0,17.0,6.0,4.0,9.0,6.0,42.0,37.8
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,ATL,NBA,56:59,17.0,34.0,7.0,14.0,15.0,26.0,14.0,17.0,6.0,9.0,11.0,17.0,6.0,4.0,9.0,6.0,42.0,37.8
4 Seasons,,BRK,NBA,52:06,14.0,25.0,10.0,14.0,11.0,19.0,9.0,11.0,4.0,11.0,11.0,11.0,4.0,3.0,6.0,5.0,37.0,34.7
4 Seasons,,PHO,NBA,52:07,14.0,27.0,6.0,11.0,13.0,23.0,8.0,9.0,5.0,9.0,12.0,11.0,5.0,3.0,8.0,6.0,31.0,27.8
2 Seasons,,UTA,NBA,34:17,12.0,16.0,6.0,8.0,9.0,12.0,4.0,5.0,3.0,10.0,11.0,6.0,3.0,2.0,4.0,4.0,29.0,24.9
2 Seasons,,BOS,NBA,39:41,9.0,16.0,4.0,8.0,8.0,12.0,3.0,4.0,4.0,9.0,10.0,7.0,4.0,1.0,2.0,4.0,23.0,21.4
1 Season,,MIA,NBA,43:28,11.0,21.0,4.0,7.0,8.0,14.0,4.0,6.0,2.0,5.0,5.0,8.0,4.0,1.0,6.0,5.0,28.0,21.9
1 Season,,HOU,NBA,31:18,5.0,11.0,2.0,7.0,5.0,8.0,5.0,5.0,2.0,5.0,6.0,5.0,2.0,1.0,2.0,4.0,16.0,14.4
