"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2021-22,22,GSW,NBA,WC1,DEN,W (4-1),5.0,32.4,21.0,2.4,5.4,1.4,0.4,34.0,62.0,0.548,15.0,31.0,0.484,19.0,31.0,0.613,0.669,22.0,26.0,0.846,2.0,10.0,12.0,27.0,7.0,2.0,12.0,15.0,105.0,
2021-22,22,GSW,NBA,WCS,MEM,W (4-2),6.0,29.8,17.8,4.2,4.3,0.2,0.7,40.0,86.0,0.465,12.0,38.0,0.316,28.0,48.0,0.583,0.535,15.0,16.0,0.938,5.0,20.0,25.0,26.0,1.0,4.0,19.0,15.0,107.0,
2021-22,22,GSW,NBA,WCF,DAL,W (4-1),5.0,28.0,16.4,2.8,3.8,1.2,0.2,28.0,44.0,0.636,8.0,20.0,0.4,20.0,24.0,0.833,0.727,18.0,18.0,1.0,2.0,12.0,14.0,19.0,6.0,1.0,10.0,20.0,82.0,
2021-22,22,GSW,NBA,FIN,BOS,W (4-2),6.0,20.8,13.2,1.8,1.8,0.5,0.2,27.0,62.0,0.435,15.0,39.0,0.385,12.0,23.0,0.522,0.556,10.0,11.0,0.909,1.0,10.0,11.0,11.0,3.0,1.0,12.0,12.0,79.0,
2022-23,23,GSW,NBA,WC1,SAC,W (4-3),7.0,22.9,12.0,2.4,3.0,1.3,0.4,26.0,77.0,0.338,9.0,35.0,0.257,17.0,42.0,0.405,0.396,23.0,30.0,0.767,3.0,14.0,17.0,21.0,9.0,3.0,7.0,13.0,84.0,
2022-23,23,GSW,NBA,WCS,LAL,L (2-4),6.0,20.7,8.3,1.8,4.2,0.2,0.0,20.0,58.0,0.345,7.0,28.0,0.25,13.0,30.0,0.433,0.405,3.0,4.0,0.75,1.0,10.0,11.0,25.0,1.0,0.0,8.0,19.0,50.0,
2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),2 Yrs (6 Series),5-1,35.0,25.4,14.5,2.6,3.7,0.8,0.3,175.0,389.0,0.45,66.0,191.0,0.346,109.0,198.0,0.551,0.535,91.0,105.0,0.867,14.0,76.0,90.0,129.0,27.0,11.0,68.0,94.0,507.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),2-0,12.0,26.8,15.8,2.4,4.0,1.3,0.4,60.0,139.0,0.432,24.0,66.0,0.364,36.0,73.0,0.493,0.518,45.0,56.0,0.804,5.0,24.0,29.0,48.0,16.0,5.0,19.0,28.0,189.0,
WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),1-1,12.0,25.3,13.1,3.0,4.3,0.2,0.3,60.0,144.0,0.417,19.0,66.0,0.288,41.0,78.0,0.526,0.483,18.0,20.0,0.9,6.0,30.0,36.0,51.0,2.0,4.0,27.0,34.0,157.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,5.0,28.0,16.4,2.8,3.8,1.2,0.2,28.0,44.0,0.636,8.0,20.0,0.4,20.0,24.0,0.833,0.727,18.0,18.0,1.0,2.0,12.0,14.0,19.0,6.0,1.0,10.0,20.0,82.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),1-0,6.0,20.8,13.2,1.8,1.8,0.5,0.2,27.0,62.0,0.435,15.0,39.0,0.385,12.0,23.0,0.522,0.556,10.0,11.0,0.909,1.0,10.0,11.0,11.0,3.0,1.0,12.0,12.0,79.0,
