Season,Team,Lg,Salary
2006-07,Utah Jazz,NBA,"$625,000"
2007-08,Utah Jazz,NBA,"$687,456"
2008-09,Utah Jazz,NBA,"$797,581"
2009-10,Utah Jazz,NBA,"$7,692,932"
2010-11,Utah Jazz,NBA,"$7,600,000"
2011-12,Utah Jazz,NBA,"$8,103,435"
2012-13,Utah Jazz,NBA,"$8,603,633"
2013-14,Atlanta Hawks,NBA,"$9,500,000"
2014-15,Atlanta Hawks,NBA,"$9,500,000"
2015-16,Atlanta Hawks,NBA,"$19,000,000"
2016-17,Atlanta Hawks,NBA,"$20,072,033"
2017-18,Denver Nuggets,NBA,"$31,269,231"
2018-19,Denver Nuggets,NBA,"$29,230,769"
2019-20,Denver Nuggets,NBA,"$30,500,000"
2020-21,Denver Nuggets,NBA,"$10,000,000"
2021-22,Philadelphia 76ers,NBA,"$2,641,691"
Career,(may be incomplete),,"$195,823,761"
