Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2004-05,23,CLE,NBA,SF,10.0,0.0,43.0,10.0,27.0,0.37,4.0,6.0,0.667,6.0,21.0,0.286,0.444,5.0,6.0,0.833,2.0,4.0,6.0,3.0,0.0,0.0,2.0,4.0,29.0,0.0,
2005-06,24,CLE,NBA,SF,36.0,0.0,315.0,29.0,85.0,0.341,12.0,36.0,0.333,17.0,49.0,0.347,0.412,26.0,33.0,0.788,16.0,24.0,40.0,25.0,11.0,2.0,31.0,30.0,96.0,0.0,
2006-07,25,2TM,NBA,SF,13.0,2.0,138.0,19.0,43.0,0.442,5.0,17.0,0.294,14.0,26.0,0.538,0.5,5.0,9.0,0.556,2.0,8.0,10.0,13.0,5.0,1.0,7.0,15.0,48.0,0.0,
2006-07,25,LAC,NBA,SF,3.0,0.0,16.0,1.0,8.0,0.125,1.0,4.0,0.25,0.0,4.0,0.0,0.188,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,
2006-07,25,TOR,NBA,SF,10.0,2.0,122.0,18.0,35.0,0.514,4.0,13.0,0.308,14.0,22.0,0.636,0.571,5.0,9.0,0.556,2.0,7.0,9.0,9.0,5.0,1.0,6.0,12.0,45.0,0.0,
2007-08,26,MIA,NBA,SF,14.0,1.0,228.0,26.0,80.0,0.325,11.0,30.0,0.367,15.0,50.0,0.3,0.394,16.0,23.0,0.696,7.0,26.0,33.0,17.0,8.0,0.0,9.0,22.0,79.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,73.0,3.0,724.0,84.0,235.0,0.357,32.0,89.0,0.36,52.0,146.0,0.356,0.426,52.0,71.0,0.732,27.0,62.0,89.0,58.0,24.0,3.0,49.0,71.0,252.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,3.0,813.0,94.0,264.0,0.357,36.0,100.0,0.36,58.0,164.0,0.356,0.426,58.0,80.0,0.732,30.0,70.0,100.0,65.0,27.0,3.0,55.0,80.0,283.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,46.0,0.0,358.0,39.0,112.0,0.348,16.0,42.0,0.381,23.0,70.0,0.329,0.42,31.0,39.0,0.795,18.0,28.0,46.0,28.0,11.0,2.0,33.0,34.0,125.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,14.0,1.0,228.0,26.0,80.0,0.325,11.0,30.0,0.367,15.0,50.0,0.3,0.394,16.0,23.0,0.696,7.0,26.0,33.0,17.0,8.0,0.0,9.0,22.0,79.0,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,10.0,2.0,122.0,18.0,35.0,0.514,4.0,13.0,0.308,14.0,22.0,0.636,0.571,5.0,9.0,0.556,2.0,7.0,9.0,9.0,5.0,1.0,6.0,12.0,45.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,3.0,0.0,16.0,1.0,8.0,0.125,1.0,4.0,0.25,0.0,4.0,0.0,0.188,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,
