Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2007-08,21,PHI,NBA,PF,6.0,0.0,82.0,8.0,18.0,0.444,0.0,1.0,0.0,8.0,17.0,0.471,0.444,4.0,4.0,1.0,4.0,11.0,15.0,3.0,1.0,5.0,2.0,5.0,20.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,24,NOH,NBA,C,6.0,0.0,58.0,7.0,15.0,0.467,0.0,0.0,,7.0,15.0,0.467,0.467,0.0,0.0,,1.0,6.0,7.0,1.0,2.0,0.0,0.0,11.0,14.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,30,WAS,NBA,C,13.0,0.0,157.0,19.0,39.0,0.487,3.0,10.0,0.3,16.0,29.0,0.552,0.526,10.0,14.0,0.714,10.0,19.0,29.0,4.0,2.0,7.0,10.0,30.0,51.0,0.0,
2017-18,31,WAS,NBA,C,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,26.0,0.0,299.0,34.0,72.0,0.472,3.0,11.0,0.273,31.0,61.0,0.508,0.493,14.0,18.0,0.778,15.0,36.0,51.0,8.0,5.0,12.0,12.0,46.0,85.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,943.0,107.0,227.0,0.472,9.0,35.0,0.273,98.0,192.0,0.508,0.493,44.0,57.0,0.778,47.0,114.0,161.0,25.0,16.0,38.0,38.0,145.0,268.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,14.0,0.0,159.0,19.0,39.0,0.487,3.0,10.0,0.3,16.0,29.0,0.552,0.526,10.0,14.0,0.714,10.0,19.0,29.0,4.0,2.0,7.0,10.0,30.0,51.0,0.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,6.0,0.0,58.0,7.0,15.0,0.467,0.0,0.0,,7.0,15.0,0.467,0.467,0.0,0.0,,1.0,6.0,7.0,1.0,2.0,0.0,0.0,11.0,14.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,6.0,0.0,82.0,8.0,18.0,0.444,0.0,1.0,0.0,8.0,17.0,0.471,0.444,4.0,4.0,1.0,4.0,11.0,15.0,3.0,1.0,5.0,2.0,5.0,20.0,0.0,
