"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2007-08,19,PHI,NBA,PF,6.0,6.0,160.0,0.48,0.511,0.2,0.49,0.857,0.543,0.28,0.1,105.0,106.0,55.0,99.0,113.0,101.0,91.0,45.0,
2008-09,20,PHI,NBA,PF,6.0,6.0,229.0,0.443,0.448,0.417,0.479,0.833,0.496,0.086,0.171,97.0,92.0,114.0,96.0,108.0,91.0,28.0,77.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,22,PHI,NBA,PF,5.0,0.0,127.0,0.417,0.424,0.0,0.417,0.583,0.437,0.2,0.017,91.0,87.0,0.0,84.0,76.0,81.0,67.0,8.0,
2011-12,23,PHI,NBA,PF,13.0,0.0,277.0,0.429,0.429,,0.429,0.71,0.478,0.341,0.0,96.0,90.0,,88.0,94.0,91.0,123.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,26,BRK,NBA,PF,6.0,6.0,190.0,0.439,0.468,0.0,0.439,0.417,0.442,0.182,0.061,98.0,96.0,0.0,89.0,56.0,83.0,67.0,23.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,28,IND,NBA,PF,4.0,4.0,140.0,0.538,0.571,0.25,0.551,0.5,0.553,0.256,0.103,118.0,114.0,70.0,107.0,65.0,100.0,95.0,32.0,
2017-18,29,IND,NBA,PF,7.0,7.0,237.0,0.6,0.642,0.286,0.617,0.385,0.601,0.217,0.117,130.0,126.0,79.0,118.0,50.0,108.0,86.0,35.0,
2018-19,30,IND,NBA,PF,4.0,4.0,130.0,0.429,0.471,0.25,0.452,0.571,0.466,0.167,0.19,93.0,91.0,70.0,86.0,75.0,83.0,64.0,53.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,33,TOR,NBA,PF,6.0,0.0,87.0,0.5,0.727,0.143,0.528,0.25,0.506,0.222,0.389,108.0,137.0,40.0,99.0,32.0,89.0,90.0,97.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,35,PHO,NBA,PF,1.0,0.0,4.0,,,,,,,,,,,,,,,,,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,58.0,33.0,1581.0,0.468,0.491,0.25,0.48,0.606,0.498,0.22,0.097,102.0,100.0,69.0,95.0,80.0,92.0,79.0,34.0,
,,,,,,,,,,,,,,,,,,,,,,,,
PHI (4 Yrs),PHI (4 Yrs),PHI (4 Yrs),PHI (4 Yrs),,30.0,12.0,793.0,0.439,0.447,0.333,0.45,0.73,0.485,0.232,0.066,96.0,93.0,91.0,91.0,96.0,90.0,80.0,30.0,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,15.0,15.0,507.0,0.532,0.574,0.263,0.55,0.467,0.548,0.213,0.135,116.0,112.0,73.0,106.0,61.0,99.0,82.0,40.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,6.0,6.0,190.0,0.439,0.468,0.0,0.439,0.417,0.442,0.182,0.061,98.0,96.0,0.0,89.0,56.0,83.0,67.0,23.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,6.0,0.0,87.0,0.5,0.727,0.143,0.528,0.25,0.506,0.222,0.389,108.0,137.0,40.0,99.0,32.0,89.0,90.0,97.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,1.0,0.0,4.0,,,,,,,,,,,,,,,,,
