"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2016-17,20.0,MIAMIFL,33,1053,134,292,33,95,90,121,48,186,106,49,18,67,83,391,0.459,0.347,0.744,31.9,11.8,5.6,3.2
2017-18,21.0,MIAMIFL,19,640,78,188,16,60,44,70,25,135,76,25,15,43,43,216,0.415,0.267,0.629,33.7,11.4,7.1,4.0
Career,,,52,1693,212,480,49,155,134,191,73,321,182,74,33,110,126,607,0.442,0.316,0.702,32.6,11.7,6.2,3.5
