"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2014-15,26,NOP,NBA,WC1,GSW,L (0-4),4.0,35.8,18.5,2.3,3.8,0.5,0.5,28.0,63.0,0.444,13.0,32.0,0.406,15.0,31.0,0.484,0.548,5.0,6.0,0.833,2.0,7.0,9.0,15.0,2.0,2.0,10.0,11.0,74.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,28,HOU,NBA,WC1,OKC,W (4-1),5.0,33.4,13.6,4.6,1.6,0.6,0.8,24.0,56.0,0.429,11.0,31.0,0.355,13.0,25.0,0.52,0.527,9.0,12.0,0.75,3.0,20.0,23.0,8.0,3.0,4.0,5.0,12.0,68.0,
2016-17,28,HOU,NBA,WCS,SAS,L (2-4),6.0,32.0,12.3,3.3,2.3,0.8,0.3,27.0,65.0,0.415,16.0,39.0,0.41,11.0,26.0,0.423,0.538,4.0,6.0,0.667,2.0,18.0,20.0,14.0,5.0,2.0,9.0,8.0,74.0,
2017-18,29,HOU,NBA,WC1,MIN,W (4-1),5.0,30.8,13.6,1.8,1.0,0.6,0.4,22.0,64.0,0.344,13.0,43.0,0.302,9.0,21.0,0.429,0.445,11.0,14.0,0.786,5.0,4.0,9.0,5.0,3.0,2.0,3.0,6.0,68.0,
2017-18,29,HOU,NBA,WCS,UTA,W (4-1),5.0,30.4,12.2,3.2,1.8,0.6,0.4,18.0,53.0,0.34,9.0,27.0,0.333,9.0,26.0,0.346,0.425,16.0,18.0,0.889,2.0,14.0,16.0,9.0,3.0,2.0,7.0,11.0,61.0,
2017-18,29,HOU,NBA,WCF,GSW,L (3-4),7.0,34.7,19.0,2.9,2.0,0.6,0.6,44.0,104.0,0.423,21.0,60.0,0.35,23.0,44.0,0.523,0.524,24.0,29.0,0.828,2.0,18.0,20.0,14.0,4.0,4.0,14.0,12.0,133.0,
2018-19,30,HOU,NBA,WC1,UTA,W (4-1),5.0,35.2,15.2,2.6,1.2,0.8,1.2,25.0,57.0,0.439,18.0,37.0,0.486,7.0,20.0,0.35,0.596,8.0,10.0,0.8,3.0,10.0,13.0,6.0,4.0,6.0,9.0,12.0,76.0,
2018-19,30,HOU,NBA,WCS,GSW,L (2-4),6.0,38.8,20.0,2.5,1.3,0.5,0.8,42.0,93.0,0.452,20.0,58.0,0.345,22.0,35.0,0.629,0.559,16.0,18.0,0.889,2.0,13.0,15.0,8.0,3.0,5.0,18.0,10.0,120.0,
2019-20,31,HOU,NBA,WC1,OKC,W (4-3),7.0,34.1,18.1,3.3,3.4,1.3,0.9,47.0,116.0,0.405,13.0,52.0,0.25,34.0,64.0,0.531,0.461,20.0,22.0,0.909,5.0,18.0,23.0,24.0,9.0,6.0,19.0,18.0,127.0,
2019-20,31,HOU,NBA,WCS,LAL,L (1-4),5.0,34.0,16.2,1.8,2.4,0.2,0.2,25.0,60.0,0.417,16.0,38.0,0.421,9.0,22.0,0.409,0.55,15.0,18.0,0.833,1.0,8.0,9.0,12.0,1.0,1.0,5.0,8.0,81.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,34,LAC,NBA,WC1,PHO,L (1-4),5.0,29.8,10.2,1.4,2.6,0.6,0.4,18.0,44.0,0.409,10.0,29.0,0.345,8.0,15.0,0.533,0.523,5.0,6.0,0.833,1.0,6.0,7.0,13.0,3.0,2.0,4.0,12.0,51.0,
2023-24,35,PHO,NBA,WC1,MIN,L (0-4),4.0,29.5,8.0,1.8,1.3,1.3,0.5,9.0,28.0,0.321,7.0,17.0,0.412,2.0,11.0,0.182,0.446,7.0,8.0,0.875,1.0,6.0,7.0,5.0,5.0,2.0,4.0,5.0,32.0,
7 Yrs (12 Series),7 Yrs (12 Series),7 Yrs (12 Series),7 Yrs (12 Series),7 Yrs (12 Series),7 Yrs (12 Series),5-7,64.0,33.4,15.1,2.7,2.1,0.7,0.6,329.0,803.0,0.41,167.0,463.0,0.361,162.0,340.0,0.476,0.514,140.0,167.0,0.838,29.0,142.0,171.0,133.0,45.0,38.0,107.0,125.0,965.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
