Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2014-15,26,NOP,NBA,SG,4.0,4.0,143.0,28.0,64.0,0.438,13.0,32.0,0.406,15.0,32.0,0.469,0.539,5.0,6.0,0.833,3.0,7.0,10.0,15.0,2.0,2.0,10.0,11.0,74.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,28,HOU,NBA,SG,11.0,2.0,358.0,51.0,121.0,0.421,27.0,70.0,0.386,24.0,51.0,0.471,0.533,13.0,18.0,0.722,5.0,38.0,43.0,22.0,8.0,6.0,14.0,20.0,142.0,0.0,
2017-18,29,HOU,NBA,SG,17.0,2.0,549.0,84.0,221.0,0.38,43.0,130.0,0.331,41.0,91.0,0.451,0.477,51.0,61.0,0.836,9.0,36.0,45.0,28.0,10.0,8.0,24.0,29.0,262.0,0.0,
2018-19,30,HOU,NBA,SG,11.0,11.0,410.0,67.0,150.0,0.447,38.0,95.0,0.4,29.0,55.0,0.527,0.573,24.0,28.0,0.857,5.0,23.0,28.0,14.0,7.0,11.0,27.0,22.0,196.0,0.0,
2019-20,31,HOU,NBA,SF,12.0,12.0,410.0,72.0,176.0,0.409,29.0,90.0,0.322,43.0,86.0,0.5,0.491,35.0,40.0,0.875,6.0,26.0,32.0,36.0,10.0,7.0,24.0,26.0,208.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,34,LAC,NBA,SG,5.0,5.0,149.0,18.0,44.0,0.409,10.0,29.0,0.345,8.0,15.0,0.533,0.523,5.0,6.0,0.833,1.0,6.0,7.0,13.0,3.0,2.0,4.0,12.0,51.0,0.0,
2023-24,35,PHO,NBA,SG,4.0,0.0,118.0,9.0,28.0,0.321,7.0,17.0,0.412,2.0,11.0,0.182,0.446,7.0,8.0,0.875,1.0,6.0,7.0,5.0,5.0,2.0,4.0,5.0,32.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,64.0,36.0,2137.0,329.0,804.0,0.409,167.0,463.0,0.361,162.0,341.0,0.475,0.513,140.0,167.0,0.838,30.0,142.0,172.0,133.0,45.0,38.0,107.0,125.0,965.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,46.0,2738.0,422.0,1030.0,0.409,214.0,593.0,0.361,208.0,437.0,0.475,0.513,179.0,214.0,0.838,38.0,182.0,220.0,170.0,58.0,49.0,137.0,160.0,1236.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (4 Yrs),HOU (4 Yrs),HOU (4 Yrs),HOU (4 Yrs),,51.0,27.0,1727.0,274.0,668.0,0.41,137.0,385.0,0.356,137.0,283.0,0.484,0.513,123.0,147.0,0.837,25.0,123.0,148.0,100.0,35.0,32.0,89.0,97.0,808.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,5.0,5.0,149.0,18.0,44.0,0.409,10.0,29.0,0.345,8.0,15.0,0.533,0.523,5.0,6.0,0.833,1.0,6.0,7.0,13.0,3.0,2.0,4.0,12.0,51.0,0.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,4.0,4.0,143.0,28.0,64.0,0.438,13.0,32.0,0.406,15.0,32.0,0.469,0.539,5.0,6.0,0.833,3.0,7.0,10.0,15.0,2.0,2.0,10.0,11.0,74.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,4.0,0.0,118.0,9.0,28.0,0.321,7.0,17.0,0.412,2.0,11.0,0.182,0.446,7.0,8.0,0.875,1.0,6.0,7.0,5.0,5.0,2.0,4.0,5.0,32.0,0.0,
