Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2002-03,24,MIN,NBA,C,2.0,0.0,2.0,18.0,54.0,0.333,0.0,0.0,18.0,54.0,0.333,0.333,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,
2003-04,25,MIA,NBA,C,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,29,HOU,NBA,C,1.0,0.0,1.0,36.0,36.0,1.0,0.0,0.0,36.0,36.0,1.0,1.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,4.0,0.0,5.0,14.4,28.8,0.5,0.0,0.0,14.4,28.8,0.5,0.5,0.0,0.0,14.4,0.0,14.4,0.0,0.0,0.0,0.0,0.0,28.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,2.0,0.0,2.0,18.0,54.0,0.333,0.0,0.0,18.0,54.0,0.333,0.333,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1.0,0.0,1.0,36.0,36.0,1.0,0.0,0.0,36.0,36.0,1.0,1.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
