Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2010-11,23,DEN,NBA,SF,5.0,2.0,115.0,4.0,0.364,0.241,0.31,1.9,19.3,10.7,2.9,1.3,2.9,10.8,14.7,-0.2,0.1,-0.1,-0.057,-5.4,0.2,-5.2,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,25,DEN,NBA,PF,6.0,6.0,205.0,8.8,0.443,0.382,0.158,2.6,17.8,9.4,6.1,1.9,1.2,7.9,18.4,-0.1,0.1,0.0,0.002,-2.2,-0.4,-2.5,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,31,LAC,NBA,SF,4.0,0.0,52.0,2.6,0.422,0.625,0.25,0.0,13.7,6.4,5.2,1.8,0.0,14.5,16.6,-0.1,0.0,-0.1,-0.127,-7.0,-1.4,-8.4,-0.1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,15.0,8.0,372.0,6.5,0.42,0.38,0.207,2.0,17.7,9.4,5.0,1.7,1.6,9.6,17.0,-0.4,0.2,-0.3,-0.034,-3.8,-0.4,-4.2,-0.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,44.0,2034.0,6.5,0.42,0.38,0.207,2.0,17.7,9.4,5.0,1.7,1.6,9.6,17.0,-2.4,0.9,-1.5,-0.034,-3.8,-0.4,-4.2,-1.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,11.0,8.0,320.0,7.1,0.42,0.343,0.2,2.4,18.3,9.9,4.9,1.7,1.8,8.8,17.1,-0.3,0.2,-0.1,-0.019,-3.3,-0.2,-3.5,-0.1,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,4.0,0.0,52.0,2.6,0.422,0.625,0.25,0.0,13.7,6.4,5.2,1.8,0.0,14.5,16.6,-0.1,0.0,-0.1,-0.127,-7.0,-1.4,-8.4,-0.1,
