"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2019-20,20.0,MIA,NBA,40:47,10.0,22.0,7.0,11.0,9.0,15.0,12.0,16.0,1.0,8.0,9.0,10.0,3.0,3.0,5.0,4.0,30.0,25.5
2020-21,21.0,MIA,NBA,40:42,12.0,26.0,6.0,10.0,11.0,17.0,7.0,8.0,3.0,15.0,15.0,11.0,4.0,3.0,6.0,4.0,34.0,25.1
2021-22,22.0,MIA,NBA,44:43,12.0,28.0,6.0,14.0,11.0,17.0,10.0,11.0,4.0,10.0,10.0,11.0,3.0,1.0,8.0,5.0,35.0,26.3
2022-23,23.0,MIA,NBA,46:59,13.0,24.0,10.0,17.0,10.0,16.0,9.0,9.0,3.0,14.0,15.0,10.0,3.0,3.0,6.0,5.0,41.0,33.5
2023-24,24.0,MIA,NBA,47:39,13.0,25.0,7.0,13.0,10.0,17.0,9.0,10.0,2.0,10.0,11.0,9.0,3.0,1.0,6.0,4.0,35.0,27.2
2024-25,25.0,MIA,NBA,48:52,15.0,30.0,10.0,17.0,12.0,19.0,13.0,14.0,3.0,12.0,12.0,12.0,4.0,2.0,8.0,6.0,40.0,35.6
Career,,,,48:52,15.0,30.0,10.0,17.0,12.0,19.0,13.0,16.0,4.0,15.0,15.0,12.0,4.0,3.0,8.0,6.0,41.0,35.6
,,,,,,,,,,,,,,,,,,,,,,
6 Seasons,,MIA,NBA,48:52,15.0,30.0,10.0,17.0,12.0,19.0,13.0,16.0,4.0,15.0,15.0,12.0,4.0,3.0,8.0,6.0,41.0,35.6
