"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2014-15,23.0,TOT,NBA,28:49,5.0,9.0,2.0,4.0,5.0,7.0,6.0,8.0,5.0,8.0,10.0,2.0,2.0,2.0,2.0,6.0,11.0,14.1
2014-15,23.0,BOS,NBA,4:19,3.0,4.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,3.7
2014-15,23.0,DAL,NBA,28:49,5.0,9.0,2.0,4.0,5.0,7.0,6.0,8.0,5.0,8.0,10.0,2.0,2.0,2.0,2.0,6.0,11.0,14.1
2015-16,24.0,DAL,NBA,32:00,8.0,14.0,2.0,3.0,8.0,14.0,6.0,8.0,5.0,11.0,12.0,4.0,3.0,2.0,3.0,6.0,16.0,14.7
2016-17,25.0,DAL,NBA,34:22,8.0,14.0,4.0,9.0,7.0,11.0,8.0,9.0,5.0,10.0,13.0,5.0,5.0,3.0,2.0,6.0,21.0,16.6
2017-18,26.0,DAL,NBA,37:10,10.0,13.0,2.0,8.0,10.0,13.0,7.0,9.0,5.0,12.0,14.0,5.0,4.0,3.0,3.0,6.0,21.0,22.5
2018-19,27.0,DAL,NBA,39:13,11.0,15.0,5.0,6.0,10.0,11.0,9.0,11.0,6.0,10.0,13.0,6.0,2.0,4.0,5.0,6.0,26.0,29.7
2019-20,28.0,DAL,NBA,37:56,9.0,11.0,2.0,4.0,8.0,10.0,5.0,6.0,6.0,9.0,12.0,4.0,3.0,2.0,4.0,6.0,24.0,26.8
2020-21,29.0,DAL,NBA,30:19,11.0,12.0,1.0,2.0,11.0,12.0,7.0,9.0,5.0,8.0,10.0,8.0,3.0,4.0,3.0,6.0,25.0,22.2
2021-22,30.0,DAL,NBA,36:23,9.0,12.0,2.0,3.0,9.0,11.0,8.0,9.0,7.0,11.0,13.0,5.0,3.0,3.0,3.0,6.0,26.0,28.2
2022-23,31.0,DAL,NBA,36:25,8.0,12.0,0.0,2.0,8.0,12.0,6.0,8.0,8.0,8.0,16.0,5.0,4.0,3.0,4.0,6.0,22.0,22.4
2023-24,32.0,DAL,NBA,33:39,6.0,8.0,1.0,1.0,6.0,8.0,5.0,6.0,7.0,7.0,14.0,8.0,3.0,4.0,4.0,5.0,14.0,20.5
2024-25,33.0,DAL,NBA,24:51,5.0,6.0,1.0,2.0,5.0,6.0,3.0,4.0,4.0,5.0,6.0,4.0,2.0,2.0,2.0,5.0,11.0,10.5
2025-26,34.0,DAL,NBA,29:23,4.0,6.0,0.0,0.0,4.0,6.0,10.0,12.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,5.0,18.0,16.6
Career,,,,39:13,11.0,15.0,5.0,9.0,11.0,14.0,10.0,12.0,8.0,12.0,16.0,8.0,5.0,4.0,5.0,6.0,26.0,29.7
,,,,,,,,,,,,,,,,,,,,,,
12 Seasons,,DAL,NBA,39:13,11.0,15.0,5.0,9.0,11.0,14.0,10.0,12.0,8.0,12.0,16.0,8.0,5.0,4.0,5.0,6.0,26.0,29.7
1 Season,,BOS,NBA,4:19,3.0,4.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,3.7
