"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2010-11,19.0,STANFORD,31,756,88,187,7,25,69,101,43,160,30,24,28,44,93,252,0.471,0.28,0.683,24.4,8.1,5.2,1.0
2011-12,20.0,STANFORD,35,614,73,161,1,17,55,78,40,161,26,28,21,52,80,202,0.453,0.059,0.705,17.5,5.8,4.6,0.7
2012-13,21.0,STANFORD,34,1032,179,383,15,33,133,167,72,285,72,26,39,83,104,506,0.467,0.455,0.796,30.4,14.9,8.4,2.1
2013-14,22.0,STANFORD,36,1167,175,379,10,39,145,211,70,247,112,47,30,104,113,505,0.462,0.256,0.687,32.4,14.0,6.9,3.1
Career,,,136,3569,515,1110,33,114,402,557,225,853,240,125,118,283,390,1465,0.464,0.289,0.722,26.2,10.8,6.3,1.8
