"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2019-20,22,PHI,NBA,SG,4,1,75,0.429,17.2,0.429,0.286,0.0,0.143,0.0,0.571,0.667,1.0,,0.0,0.25,1.0,1.0,0.286,2,0.25,0.0,0,0,
2020-21,23,PHI,NBA,SG,12,1,220,0.481,17.5,0.346,0.269,0.077,0.0,0.0,0.654,0.778,0.857,0.5,,0.324,1.0,1.0,0.135,6,0.235,0.375,0,0,
2021-22,24,PHI,NBA,SG,9,0,137,0.458,15.8,0.417,0.25,0.125,0.042,0.0,0.583,0.7,1.0,0.333,0.0,0.286,0.857,1.0,0.125,3,0.429,0.333,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,25,2,432,0.47,16.9,0.373,0.265,0.084,0.024,0.0,0.627,0.742,0.909,0.429,0.0,0.308,0.957,1.0,0.145,11,0.288,0.333,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,7,1417,0.47,16.9,0.373,0.265,0.084,0.024,0.0,0.627,0.742,0.909,0.429,0.0,0.308,0.957,1.0,0.145,36,0.288,0.333,0,0,
