"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2000-01,23,SEA,NBA,SF,78.0,14.0,1522.0,0.431,0.46,0.269,0.451,0.736,0.483,0.207,0.153,97.0,100.0,76.0,95.0,98.0,93.0,67.0,90.0,-19.2,-33.1,
2001-02,24,SEA,NBA,SF,75.0,20.0,2420.0,0.464,0.48,0.271,0.475,0.848,0.533,0.308,0.077,104.0,103.0,77.0,99.0,113.0,102.0,105.0,42.0,-3.8,22.3,6MOY-5
2002-03,25,2TM,NBA,SF,80.0,40.0,2763.0,0.449,0.461,0.292,0.46,0.749,0.502,0.278,0.071,102.0,100.0,83.0,97.0,99.0,97.0,92.0,39.0,-28.9,-38.7,
2002-03,25,SEA,NBA,SF,52.0,15.0,1811.0,0.436,0.449,0.291,0.448,0.74,0.49,0.271,0.082,99.0,97.0,83.0,95.0,98.0,94.0,90.0,45.0,-34.2,-43.5,
2002-03,25,MIL,NBA,SF,28.0,25.0,952.0,0.474,0.483,0.294,0.481,0.765,0.525,0.291,0.049,107.0,104.0,84.0,102.0,101.0,101.0,96.0,27.0,5.3,4.8,
2003-04,26,MIL,NBA,SF,82.0,31.0,2534.0,0.472,0.483,0.231,0.477,0.769,0.552,0.534,0.045,108.0,105.0,66.0,101.0,102.0,107.0,176.0,24.0,10.1,77.6,6MOY-6
2004-05,27,MIL,NBA,SF,80.0,71.0,2893.0,0.443,0.445,0.125,0.443,0.802,0.526,0.486,0.007,99.0,95.0,35.0,92.0,106.0,99.0,150.0,4.0,-83.9,-9.6,
2005-06,28,NOK,NBA,SF,70.0,55.0,2102.0,0.399,0.401,0.167,0.399,0.682,0.46,0.438,0.009,88.0,84.0,47.0,81.0,92.0,86.0,131.0,4.0,-125.2,-124.5,
2006-07,29,NOK,NBA,SF,75.0,75.0,2575.0,0.452,0.452,,0.452,0.663,0.493,0.359,0.0,99.0,93.0,,91.0,88.0,91.0,110.0,0.0,-79.4,-100.5,
2007-08,30,MIL,NBA,SF,59.0,56.0,1702.0,0.482,0.482,,0.482,0.659,0.519,0.363,0.0,105.0,100.0,,97.0,87.0,96.0,119.0,0.0,-14.5,-23.6,
2008-09,31,OKC,NBA,SG,39.0,19.0,1064.0,0.435,0.44,0.0,0.435,0.541,0.456,0.298,0.011,95.0,91.0,0.0,87.0,70.0,84.0,98.0,5.0,-36.9,-57.0,
2009-10,32,SAC,NBA,SF,5.0,4.0,66.0,0.417,0.417,,0.417,0.75,0.472,0.333,0.0,90.0,85.0,,83.0,99.0,87.0,111.0,0.0,-2.0,-1.9,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,643.0,385.0,19641.0,0.449,0.456,0.26,0.454,0.74,0.509,0.38,0.039,100.0,97.0,74.0,94.0,98.0,97.0,121.0,22.0,-383.7,-289.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (4 Yrs),MIL (4 Yrs),MIL (4 Yrs),MIL (4 Yrs),,249.0,183.0,8081.0,0.463,0.468,0.234,0.465,0.767,0.533,0.455,0.023,104.0,100.0,67.0,97.0,102.0,101.0,146.0,12.0,-83.0,49.2,
OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),,244.0,68.0,6817.0,0.445,0.461,0.272,0.456,0.754,0.5,0.275,0.085,99.0,99.0,77.0,95.0,100.0,96.0,92.0,48.0,-94.1,-111.3,
NOK (2 Yrs),NOK (2 Yrs),NOK (2 Yrs),NOK (2 Yrs),,145.0,130.0,4677.0,0.429,0.43,0.167,0.429,0.672,0.479,0.393,0.004,94.0,89.0,47.0,87.0,90.0,89.0,119.0,2.0,-204.6,-225.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,5.0,4.0,66.0,0.417,0.417,,0.417,0.75,0.472,0.333,0.0,90.0,85.0,,83.0,99.0,87.0,111.0,0.0,-2.0,-1.9,
