Season,Team,Lg,Salary
2007-08,Chicago Bulls,NBA,"$427,163"
2008-09,Chicago Bulls,NBA,"$711,517"
2009-10,New Orleans Hornets,NBA,"$1,000,497"
2010-11,New Orleans Hornets,NBA,"$1,028,840"
2011-12,Toronto Raptors,NBA,"$2,500,000"
2012-13,Toronto Raptors,NBA,"$2,575,000"
2013-14,Toronto Raptors,NBA,"$2,690,875"
2014-15,Detroit Pistons,NBA,"$1,227,985"
2015-16,Detroit Pistons,NBA,"$452,059"
2016-17,Detroit Pistons,NBA,"$452,059"
Career,(may be incomplete),,"$13,065,995"
