Season,Team,Lg,Salary
2022-23,Atlanta Hawks,NBA,"$1,017,781"
2024-25,Brooklyn Nets,NBA,"$635,853"
2024-25,Brooklyn Nets,NBA,(TW)
Career,(may be incomplete),,"$1,653,634"
