"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2011-12,24,DEN,NBA,C,7.0,0.0,181.0,0.434,0.434,,0.434,0.538,0.466,0.491,0.0,97.0,91.0,,89.0,72.0,88.0,178.0,0.0,
2012-13,25,DEN,NBA,C,6.0,2.0,112.0,0.581,0.581,,0.581,0.389,0.552,0.581,0.0,128.0,120.0,,117.0,52.0,103.0,215.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,28,DAL,NBA,C,2.0,0.0,14.0,0.5,0.5,,0.5,0.333,0.431,3.0,0.0,111.0,102.0,,100.0,44.0,80.0,1086.0,0.0,
2016-17,29,GSW,NBA,C,16.0,1.0,149.0,0.732,0.732,,0.732,0.722,0.743,0.321,0.0,160.0,145.0,,143.0,94.0,135.0,119.0,0.0,
2017-18,30,GSW,NBA,C,13.0,9.0,158.0,0.672,0.684,0.0,0.672,0.667,0.678,0.155,0.017,146.0,134.0,0.0,129.0,87.0,122.0,62.0,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,32,LAL,NBA,C,14.0,11.0,135.0,0.625,0.667,0.0,0.625,0.5,0.623,0.063,0.063,136.0,127.0,0.0,118.0,65.0,110.0,24.0,16.0,
2020-21,33,DEN,NBA,C,4.0,0.0,34.0,0.3,0.375,0.0,0.3,0.333,0.316,0.6,0.2,64.0,71.0,0.0,56.0,43.0,55.0,243.0,51.0,
2021-22,34,PHO,NBA,C,12.0,0.0,133.0,0.7,0.714,0.0,0.7,0.846,0.727,0.26,0.02,152.0,134.0,0.0,132.0,109.0,128.0,105.0,5.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,74.0,23.0,916.0,0.616,0.629,0.0,0.616,0.571,0.621,0.336,0.021,135.0,124.0,0.0,120.0,75.0,113.0,126.0,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,17.0,2.0,327.0,0.468,0.478,0.0,0.468,0.46,0.478,0.532,0.021,103.0,99.0,0.0,95.0,61.0,90.0,197.0,5.0,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,29.0,10.0,307.0,0.702,0.708,0.0,0.702,0.704,0.711,0.237,0.009,153.0,140.0,0.0,136.0,91.0,128.0,90.0,3.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,14.0,11.0,135.0,0.625,0.667,0.0,0.625,0.5,0.623,0.063,0.063,136.0,127.0,0.0,118.0,65.0,110.0,24.0,16.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,12.0,0.0,133.0,0.7,0.714,0.0,0.7,0.846,0.727,0.26,0.02,152.0,134.0,0.0,132.0,109.0,128.0,105.0,5.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,2.0,0.0,14.0,0.5,0.5,,0.5,0.333,0.431,3.0,0.0,111.0,102.0,,100.0,44.0,80.0,1086.0,0.0,
