"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2006-07,24,DET,NBA,EC1,ORL,W (4-0),2.0,3.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,
2006-07,24,DET,NBA,ECS,CHI,W (4-2),6.0,10.7,4.3,3.0,0.2,0.3,0.3,11.0,18.0,0.611,0.0,1.0,0.0,11.0,17.0,0.647,0.611,4.0,9.0,0.444,7.0,11.0,18.0,1.0,2.0,2.0,5.0,12.0,26.0,
2006-07,24,DET,NBA,ECF,CLE,L (2-4),6.0,12.8,4.7,2.3,0.2,0.3,1.0,10.0,14.0,0.714,0.0,0.0,,10.0,14.0,0.714,0.714,8.0,14.0,0.571,4.0,10.0,14.0,1.0,2.0,6.0,2.0,9.0,28.0,
2007-08,25,DET,NBA,EC1,PHI,W (4-2),6.0,29.5,5.8,6.5,1.5,1.0,1.7,15.0,24.0,0.625,0.0,0.0,,15.0,24.0,0.625,0.625,5.0,11.0,0.455,14.0,25.0,39.0,9.0,6.0,10.0,8.0,23.0,35.0,
2007-08,25,DET,NBA,ECS,ORL,W (4-1),5.0,21.0,4.8,3.8,1.0,1.4,1.6,10.0,19.0,0.526,0.0,0.0,,10.0,19.0,0.526,0.526,4.0,8.0,0.5,5.0,14.0,19.0,5.0,7.0,8.0,3.0,14.0,24.0,
2007-08,25,DET,NBA,ECF,BOS,L (2-4),6.0,14.8,6.0,1.7,0.3,0.3,0.7,15.0,21.0,0.714,0.0,0.0,,15.0,21.0,0.714,0.714,6.0,13.0,0.462,2.0,8.0,10.0,2.0,2.0,4.0,0.0,11.0,36.0,
2008-09,26,DET,NBA,EC1,CLE,L (0-4),4.0,16.0,3.8,3.3,0.5,0.3,0.3,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,0.5,5.0,9.0,0.556,7.0,6.0,13.0,2.0,1.0,1.0,1.0,5.0,15.0,
3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),4-3,35.0,16.6,4.7,3.3,0.6,0.6,0.9,67.0,107.0,0.626,0.0,1.0,0.0,67.0,106.0,0.632,0.626,32.0,64.0,0.5,39.0,75.0,114.0,20.0,20.0,32.0,19.0,74.0,166.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),2-1,12.0,20.6,4.3,4.4,0.9,0.6,1.0,21.0,35.0,0.6,0.0,0.0,,21.0,35.0,0.6,0.6,10.0,20.0,0.5,21.0,32.0,53.0,11.0,7.0,12.0,9.0,28.0,52.0,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),2-0,11.0,15.4,4.5,3.4,0.5,0.8,0.9,21.0,37.0,0.568,0.0,1.0,0.0,21.0,36.0,0.583,0.568,8.0,17.0,0.471,12.0,25.0,37.0,6.0,9.0,10.0,8.0,26.0,50.0,
ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),ECF (2 Series),0-2,12.0,13.8,5.3,2.0,0.3,0.3,0.8,25.0,35.0,0.714,0.0,0.0,,25.0,35.0,0.714,0.714,14.0,27.0,0.519,6.0,18.0,24.0,3.0,4.0,10.0,2.0,20.0,64.0,
