"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Oleksiy Pecherov,,0.5,0.1,0.0
D.J. Mbenga,94.2,0.5,0.1,0.0
Jabari Smith,85.7,0.5,0.2,0.0
Uwe Blab,80.1,0.5,0.1,-0.1
Tacko Fall,74.6,0.5,0.2,0.1
Tom Hoover,72.7,0.4,0.1,0.0
Jason Collier,67.1,0.4,0.3,0.0
Matt Fish,66.8,0.4,0.2,0.0
Alan Ogg,65.0,0.5,0.3,0.0
Mamadou N'Diaye,57.5,0.6,0.3,0.0
Coby Dietrick,55.8,0.3,0.1,0.0
