"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2000-01,19,UTA,NBA,SG,1.0,0.0,8.0,0.5,0.5,,0.5,,0.5,0.0,0.0,113.0,108.0,,106.0,,97.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2002-03,21,UTA,NBA,SG,4.0,0.0,37.0,0.4,0.462,0.0,0.4,1.0,0.51,0.4,0.133,90.0,100.0,0.0,84.0,132.0,98.0,132.0,73.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,25,WAS,NBA,SG,4.0,4.0,122.0,0.196,0.222,0.158,0.228,0.429,0.244,0.152,0.413,43.0,46.0,44.0,46.0,57.0,45.0,47.0,194.0,
2007-08,26,WAS,NBA,SG,6.0,6.0,196.0,0.367,0.333,0.389,0.483,0.889,0.545,0.3,0.6,80.0,69.0,107.0,97.0,118.0,101.0,98.0,270.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,28,DAL,NBA,SG,2.0,0.0,6.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,450.0,
2010-11,29,DAL,NBA,SG,21.0,18.0,332.0,0.349,0.133,0.397,0.512,0.75,0.532,0.145,0.819,76.0,27.0,111.0,103.0,98.0,98.0,48.0,369.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,31,ATL,NBA,SG,4.0,0.0,45.0,0.6,,0.6,0.9,,0.9,0.0,1.0,133.0,,167.0,181.0,,168.0,0.0,411.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,42.0,28.0,746.0,0.327,0.284,0.353,0.437,0.791,0.474,0.201,0.621,72.0,59.0,98.0,88.0,104.0,88.0,65.0,282.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,23.0,18.0,338.0,0.337,0.133,0.38,0.494,0.75,0.515,0.14,0.826,73.0,27.0,106.0,99.0,98.0,95.0,47.0,372.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,10.0,10.0,318.0,0.292,0.275,0.309,0.373,0.76,0.419,0.236,0.519,64.0,57.0,86.0,75.0,101.0,77.0,76.0,237.0,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,5.0,0.0,45.0,0.412,0.467,0.0,0.412,1.0,0.509,0.353,0.118,93.0,101.0,0.0,87.0,132.0,98.0,117.0,65.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,4.0,0.0,45.0,0.6,,0.6,0.9,,0.9,0.0,1.0,133.0,,167.0,181.0,,168.0,0.0,411.0,
