"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2000-01,19,UTA,NBA,SG,40.0,2.0,293.0,0.0,98.0,2.0,0.0,0.0,-1.0,-6.5,11.0,10.0,10.0,2.0,18.0,,37.0,2.0,11.0,
2001-02,20,UTA,NBA,SG,67.0,23.0,1134.0,12.0,86.0,3.0,0.0,0.0,-5.6,-9.6,35.0,18.0,36.0,8.0,19.0,,239.0,0.0,34.0,
2002-03,21,UTA,NBA,SG,61.0,8.0,760.0,0.0,97.0,3.0,0.0,0.0,-10.0,-16.3,27.0,15.0,30.0,5.0,32.0,,84.0,2.0,20.0,
2003-04,22,2TM,NBA,SF,80.0,78.0,2444.0,1.0,70.0,28.0,0.0,0.0,-5.1,-1.8,59.0,32.0,61.0,21.0,89.0,,335.0,13.0,53.0,
2003-04,22,UTA,NBA,SG,54.0,54.0,1511.0,0.0,78.0,22.0,1.0,0.0,-3.1,-2.5,37.0,21.0,36.0,15.0,58.0,,193.0,8.0,36.0,
2003-04,22,ORL,NBA,SF,26.0,24.0,933.0,3.0,59.0,38.0,0.0,0.0,-8.4,-0.7,22.0,11.0,25.0,6.0,31.0,,142.0,5.0,17.0,
2004-05,23,ORL,NBA,SG,55.0,27.0,1089.0,5.0,70.0,25.0,0.0,0.0,-7.8,-7.0,26.0,14.0,21.0,12.0,49.0,,145.0,13.0,33.0,
2005-06,24,ORL,NBA,SG,82.0,82.0,2648.0,0.0,85.0,15.0,0.0,0.0,-4.5,-10.2,47.0,34.0,64.0,26.0,120.0,31.0,349.0,26.0,58.0,
2006-07,25,WAS,NBA,SG,82.0,82.0,2419.0,1.0,92.0,8.0,0.0,0.0,-1.4,-1.7,44.0,28.0,62.0,31.0,99.0,18.0,500.0,16.0,38.0,
2007-08,26,WAS,NBA,SG,82.0,82.0,2564.0,10.0,88.0,2.0,0.0,0.0,1.9,6.7,52.0,27.0,50.0,15.0,84.0,19.0,571.0,13.0,29.0,
