"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2009-10,22,2TM,NBA,SG,60.0,0.0,719.0,0.388,0.456,0.318,0.466,0.795,0.493,0.146,0.493,84.0,93.0,90.0,93.0,105.0,91.0,48.0,222.0,-18.4,-28.6,
2009-10,22,MIL,NBA,SG,41.0,0.0,486.0,0.362,0.432,0.28,0.427,0.857,0.454,0.119,0.463,78.0,88.0,79.0,85.0,113.0,84.0,39.0,209.0,-26.3,-33.2,
2009-10,22,PHI,NBA,SG,19.0,0.0,233.0,0.44,0.512,0.38,0.544,0.722,0.566,0.198,0.549,95.0,104.0,107.0,109.0,95.0,104.0,66.0,247.0,7.9,4.6,
2010-11,23,PHI,NBA,SG,74.0,64.0,2062.0,0.425,0.468,0.397,0.546,0.894,0.6,0.298,0.611,93.0,96.0,111.0,109.0,117.0,111.0,99.0,275.0,53.9,75.8,
2011-12,24,PHI,NBA,SG,66.0,50.0,1644.0,0.409,0.468,0.365,0.513,0.906,0.551,0.182,0.57,91.0,98.0,105.0,105.0,120.0,105.0,66.0,252.0,23.9,24.3,
2012-13,25,LAL,NBA,SG,78.0,10.0,1663.0,0.387,0.441,0.357,0.502,0.896,0.54,0.181,0.645,85.0,91.0,99.0,101.0,119.0,101.0,67.0,265.0,5.8,6.1,
2013-14,26,LAL,NBA,SG,77.0,70.0,2556.0,0.463,0.514,0.401,0.554,0.857,0.601,0.289,0.453,102.0,105.0,111.0,111.0,113.0,111.0,102.0,175.0,94.1,121.3,
2014-15,27,DET,NBA,SG,60.0,0.0,1462.0,0.416,0.46,0.349,0.485,0.906,0.548,0.3,0.397,93.0,95.0,100.0,98.0,121.0,103.0,110.0,148.0,-11.6,17.3,
2015-16,28,DET,NBA,SG,3.0,0.0,43.0,0.35,0.273,0.444,0.45,1.0,0.506,0.2,0.45,77.0,56.0,126.0,90.0,132.0,93.0,72.0,158.0,-2.1,-1.6,
2016-17,29,ORL,NBA,SG,36.0,10.0,738.0,0.402,0.395,0.409,0.512,0.878,0.567,0.289,0.535,88.0,78.0,114.0,100.0,114.0,103.0,107.0,169.0,-1.0,8.2,
2017-18,30,WAS,NBA,SG,77.0,0.0,1119.0,0.399,0.464,0.343,0.491,0.863,0.548,0.298,0.534,87.0,91.0,95.0,94.0,113.0,99.0,118.0,159.0,-23.6,-7.4,
2018-19,31,TOR,NBA,SG,8.0,0.0,104.0,0.538,0.619,0.444,0.641,1.0,0.647,0.026,0.462,117.0,119.0,125.0,122.0,130.0,116.0,10.0,129.0,9.1,6.9,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,539.0,204.0,12110.0,0.42,0.471,0.373,0.517,0.879,0.565,0.253,0.524,92.0,96.0,105.0,103.0,116.0,105.0,91.0,207.0,130.1,222.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,159.0,114.0,3939.0,0.419,0.472,0.383,0.532,0.886,0.578,0.242,0.589,92.0,98.0,108.0,108.0,117.0,108.0,83.0,264.0,85.7,104.7,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,155.0,80.0,4219.0,0.435,0.494,0.381,0.534,0.867,0.579,0.249,0.525,96.0,102.0,106.0,107.0,115.0,107.0,89.0,208.0,99.9,127.4,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,63.0,0.0,1505.0,0.413,0.453,0.353,0.484,0.909,0.547,0.296,0.399,92.0,93.0,101.0,98.0,121.0,102.0,108.0,148.0,-13.7,15.7,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,77.0,0.0,1119.0,0.399,0.464,0.343,0.491,0.863,0.548,0.298,0.534,87.0,91.0,95.0,94.0,113.0,99.0,118.0,159.0,-23.6,-7.4,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,41.0,0.0,486.0,0.362,0.432,0.28,0.427,0.857,0.454,0.119,0.463,78.0,88.0,79.0,85.0,113.0,84.0,39.0,209.0,-26.3,-33.2,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,36.0,10.0,738.0,0.402,0.395,0.409,0.512,0.878,0.567,0.289,0.535,88.0,78.0,114.0,100.0,114.0,103.0,107.0,169.0,-1.0,8.2,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,8.0,0.0,104.0,0.538,0.619,0.444,0.641,1.0,0.647,0.026,0.462,117.0,119.0,125.0,122.0,130.0,116.0,10.0,129.0,9.1,6.9,
