Highlight,Unnamed: 1,In Stathead
"Career high, Points",42.0,View full stats from top 20 games
"Career high, Rebounds",12.0,View full stats from top 20 games
"Career high, Assists",17.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",37.8,View full stats from top 20 games
Triple-Doubles,2.0,View all
