"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2002-03,23,DET,NBA,PF,17.0,0.0,323.0,0.438,0.418,0.538,0.481,0.531,0.5,0.4,0.163,99.0,90.0,154.0,102.0,70.0,96.0,132.0,89.0,
2003-04,24,DET,NBA,PF,22.0,0.0,252.0,0.47,0.475,0.4,0.485,0.692,0.529,0.394,0.076,107.0,103.0,115.0,103.0,92.0,103.0,130.0,41.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,27,UTA,NBA,C,17.0,17.0,585.0,0.388,0.442,0.316,0.456,0.786,0.496,0.23,0.432,85.0,91.0,88.0,92.0,104.0,92.0,70.0,203.0,
2007-08,28,UTA,NBA,C,12.0,12.0,462.0,0.423,0.448,0.373,0.484,0.773,0.527,0.282,0.327,93.0,92.0,103.0,97.0,102.0,98.0,92.0,147.0,
2008-09,29,UTA,NBA,C,2.0,2.0,43.0,0.167,0.111,0.333,0.208,0.75,0.291,0.333,0.25,36.0,23.0,91.0,42.0,97.0,53.0,109.0,112.0,
2009-10,30,UTA,NBA,C,1.0,1.0,11.0,1.0,1.0,1.0,1.25,1.0,1.215,1.0,0.5,217.0,203.0,282.0,250.0,132.0,224.0,333.0,225.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,71.0,32.0,1676.0,0.415,0.438,0.362,0.47,0.713,0.51,0.301,0.305,92.0,92.0,101.0,96.0,95.0,96.0,97.0,144.0,
,,,,,,,,,,,,,,,,,,,,,,,,
UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),,32.0,32.0,1101.0,0.399,0.434,0.343,0.465,0.783,0.508,0.261,0.38,87.0,89.0,95.0,93.0,104.0,94.0,83.0,175.0,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,39.0,0.0,575.0,0.452,0.445,0.5,0.483,0.603,0.513,0.397,0.123,103.0,97.0,143.0,102.0,80.0,99.0,131.0,67.0,
