Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,23,DEN,NBA,C,10.0,0.0,26.0,4.0,18.0,0.222,0.0,0.0,4.0,18.0,0.222,0.222,10.0,16.0,0.625,4.0,8.0,12.0,2.0,0.0,2.0,2.0,8.0,18.0,87.0,110.0,
2009-10,24,DEN,NBA,C,6.0,1.0,45.0,6.7,12.2,0.545,0.0,0.0,6.7,12.2,0.545,0.545,1.1,2.2,0.5,2.2,10.0,12.2,1.1,1.1,3.3,3.3,14.4,14.4,95.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,27,ATL,NBA,C,6.0,4.0,101.0,7.3,14.1,0.519,0.0,0.0,7.3,14.1,0.519,0.519,0.5,1.0,0.5,2.1,9.4,11.5,2.1,0.5,2.1,1.6,9.4,15.1,100.0,103.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,5.0,172.0,6.6,14.2,0.468,0.0,0.0,6.6,14.2,0.468,0.468,2.1,3.6,0.583,2.4,9.3,11.8,1.8,0.6,2.4,2.1,10.5,15.4,96.0,106.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,16.0,1.0,71.0,5.7,14.3,0.4,0.0,0.0,5.7,14.3,0.4,0.4,4.3,7.1,0.6,2.9,9.3,12.1,1.4,0.7,2.9,2.9,12.1,15.7,91.0,110.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,6.0,4.0,101.0,7.3,14.1,0.519,0.0,0.0,7.3,14.1,0.519,0.519,0.5,1.0,0.5,2.1,9.4,11.5,2.1,0.5,2.1,1.6,9.4,15.1,100.0,103.0,
