Season,Team,Lg,Salary
2005-06,Seattle SuperSonics,NBA,"$936,600"
2006-07,Seattle SuperSonics,NBA,"$1,006,800"
2007-08,Seattle SuperSonics,NBA,"$1,077,120"
2008-09,Denver Nuggets,NBA,"$1,939,893"
2009-10,Denver Nuggets,NBA,"$884,881"
2010-11,New Jersey Nets,NBA,"$3,250,000"
2011-12,New Jersey Nets,NBA,"$3,250,000"
2012-13,Atlanta Hawks,NBA,"$3,500,000"
Career,(may be incomplete),,"$15,845,294"
