Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2012-13,24,BRK,NBA,SG,7,0,40,4.0,0.45,0.125,0.25,2.9,12.2,7.5,11.3,0.0,0.0,25.3,14.0,0.0,0.0,0.0,-0.041,-4.8,-1.9,-6.8,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,40,4.0,0.45,0.125,0.25,2.9,12.2,7.5,11.3,0.0,0.0,25.3,14.0,0.0,0.0,0.0,-0.041,-4.8,-1.9,-6.8,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,469,4.0,0.45,0.125,0.25,2.9,12.2,7.5,11.3,0.0,0.0,25.3,14.0,-0.5,0.2,-0.4,-0.041,-4.8,-1.9,-6.8,-0.5,
