"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2020-21,24,MIL,NBA,SG,8.0,0.0,30.0,0.286,20.7,0.286,0.143,0.0,0.143,0.0,0.714,0.5,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.2,1.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,27,CLE,NBA,SG,10.0,0.0,125.0,0.345,24.9,0.069,0.034,0.0,0.034,0.0,0.931,0.0,0.0,0.0,0.37,,0.9,0.0,0.0,0.111,0.333,0.0,0.0,
2024-25,28,CLE,NBA,SG,8.0,3.0,159.0,0.375,25.2,0.025,0.025,0.0,0.0,0.0,0.975,1.0,1.0,,0.359,0.0,0.929,0.0,0.0,0.333,0.385,1.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,26.0,3.0,314.0,0.355,23.6,0.066,0.039,0.0,0.026,0.0,0.934,0.4,0.667,0.0,0.352,0.0,0.92,0.0,0.0,0.239,0.412,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,9.0,990.0,0.355,23.6,0.066,0.039,0.0,0.026,0.0,0.934,0.4,0.667,0.0,0.352,0.0,0.92,0.0,0.0,0.239,0.412,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,18.0,3.0,284.0,0.362,25.1,0.043,0.029,0.0,0.014,0.0,0.957,0.333,0.5,0.0,0.364,0.0,0.917,0.0,0.0,0.242,0.375,1.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,8.0,0.0,30.0,0.286,20.7,0.286,0.143,0.0,0.143,0.0,0.714,0.5,1.0,0.0,0.2,0.0,1.0,0.0,0.0,0.2,1.0,0.0,0.0,
