Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2000-01,19,SEA,NBA,C,30.0,1.0,7.4,0.6,1.2,0.486,0.0,0.0,0.6,1.2,0.486,0.486,0.3,0.4,0.75,0.8,1.4,2.2,0.1,0.2,0.3,0.4,1.3,1.5,
2001-02,20,SEA,NBA,C,36.0,1.0,6.1,0.6,1.1,0.537,0.0,0.0,0.6,1.1,0.537,0.537,0.3,0.5,0.611,0.8,1.4,2.2,0.1,0.1,0.1,0.4,1.0,1.5,
2002-03,21,ORL,NBA,C,27.0,3.0,5.4,0.4,0.9,0.435,0.0,0.0,0.4,0.9,0.435,0.435,0.3,0.4,0.636,0.4,1.5,1.9,0.2,0.2,0.1,0.2,1.1,1.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,93.0,5.0,6.3,0.5,1.1,0.495,0.0,0.0,0.5,1.1,0.495,0.495,0.3,0.4,0.659,0.7,1.5,2.1,0.1,0.2,0.2,0.3,1.1,1.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),,66.0,2.0,6.7,0.6,1.2,0.513,0.0,0.0,0.6,1.2,0.513,0.513,0.3,0.5,0.667,0.8,1.4,2.2,0.1,0.2,0.2,0.4,1.2,1.5,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,27.0,3.0,5.4,0.4,0.9,0.435,0.0,0.0,0.4,0.9,0.435,0.435,0.3,0.4,0.636,0.4,1.5,1.9,0.2,0.2,0.1,0.2,1.1,1.0,
